MN,alt_m,Fn_N,Wf_kgps,W_kgps,T4_K,N_pct,SMN,binding,conv,Fn_at_100pct,T4_at_100pct
0.8,5000.0,438.82290814910755,0.019003769679166196,1.142462464917431,1146.7610611987814,100.0,0.11421164043735388,N,True,438.82290814910755,1146.7610611987814
0.9,5000.0,462.605357986012,0.020214339210565663,1.231418266892949,1146.5979126348452,100.0,0.11694050163097036,N,True,462.605357986012,1146.5979126348452
0.95,5000.0,479.6299576565898,0.021025140283939907,1.2838400363756108,1149.6874348508666,100.0,0.12303563747585122,N,True,479.6299576565898,1149.6874348508666
1.0,5000.0,492.90563327075205,0.02172224196999039,1.3355916061274964,1149.9994686760592,99.8846976885137,0.1341171488978945,T4,True,495.9839409017823,1153.1437380083223
1.02,5000.0,500.00000052690984,0.022047563917043208,1.3600463496801691,1150.0000000135674,100.0,0.13890774368034786,N,True,500.00000052690984,1150.0000000135674
1.05,5000.0,503.0256744151145,0.022364826025370522,1.3850479648734795,1150.280419146801,99.62923415208206,0.12330693073090582,T4,True,511.3654418974228,1156.0946729623515
0.0,6000.0,393.94928551387903,0.012721624217351752,0.7551510888531765,1116.0937108253343,100.0,,N,True,393.94928551387903,1116.0937108253343
0.3,6000.0,350.0118804632608,0.013183090313281638,0.789175009343235,1115.127965690612,100.0,,N,True,350.0118804632608,1115.127965690612
0.5,6000.0,353.2733453214978,0.01419238631789997,0.8536541242558386,1119.886531735103,100.0,,N,True,353.2733453214978,1119.886531735103
0.7,6000.0,386.29694457306175,0.016139641510682326,0.9591967233952726,1139.8646981088414,100.0,0.2097322108101296,N,True,386.29694457306175,1139.8646981088414
0.8,6000.0,406.5972142563099,0.017257450875195108,1.024684054795518,1147.8162312907898,100.0,0.12888499231977102,N,True,406.5972142563099,1147.8162312907898
0.9,6000.0,425.6943515444056,0.018250381123986522,1.1023247916848096,1144.7993656193032,100.0,0.1143441595608603,N,True,425.6943515444056,1144.7993656193032
0.95,6000.0,440.14090511754097,0.018966974634662463,1.146972393254342,1148.535788423942,100.0,0.11368309284290845,N,True,440.14090511754097,1148.535788423942
1.0,6000.0,454.10484780512405,0.019652397486942242,1.195246281631746,1149.5444621844447,100.0,0.11841003374620596,N,True,454.10484780512405,1149.5444621844447
1.02,6000.0,460.44632332421105,0.019924912213441916,1.2179637976010498,1148.2221897651693,100.0,0.12211664818332513,N,True,460.44632332421105,1148.2221897651693
1.05,6000.0,471.0427287237221,0.020421725367091845,1.251555413817794,1149.6870857185609,99.94907873599779,0.12813810187583918,T4,True,472.1782474772985,1150.8849326261195
