ax80000_opr5_t1150_n6_cap_3r: design stacking PR 5.091; bleed port after stage 3: frac_P 0.379, frac_work 0.497; turbine map coverage [(0.3, 1.13, 2.52), (0.4, 1.13, 2.58), (0.5, 1.12, 2.64), (0.6, 1.11, 2.69), (0.7, 1.1, 2.74), (0.8, 1.08, 2.79), (0.9, 1.05, 2.84), (1.0, 1.03, 2.9), (1.1, 1.0, 2.96)]
+  |  LS: AG 1 ; 63.4039516 1
+  |  LS: AG 2 ; 0.00377026439 0.5
+  |  LS: AG 1 ; 63.4039514 1
+  |  LS: AG 2 ; 0.00196519762 0.5
+  |  LS: AG 1 ; 543.997886 1
+  |  LS: AG 2 ; 0.0850429711 0.5
+  |  LS: AG 1 ; 1126.51561 1
+  |  LS: AG 2 ; 0.0501934527 0.5
+  |  LS: AG 1 ; 810.954261 1
+  |  LS: AG 2 ; 0.0262271558 0.5
+  |  LS: AG 1 ; 530.940928 1
+  |  LS: AG 2 ; 0.0140978208 0.5
+  |  LS: AG 1 ; 272.21778 1
+  |  LS: AG 2 ; 0.00754052879 0.5
+  |  LS: AG 1 ; 63.4039516 1
+  |  LS: AG 2 ; 0.00377026439 0.5
+  |  LS: AG 1 ; 63.4039514 1
+  |  LS: AG 2 ; 0.00196519762 0.5
+  |  LS: AG 1 ; 645.098237 1
+  |  LS: AG 2 ; 0.00627180237 0.5
+  |  LS: AG 1 ; 200.058119 1
+  |  LS: AG 2 ; 0.00316265987 0.5
+  |  LS: AG 1 ; 258.262073 1
+  |  LS: AG 2 ; 0.317200873 0.5
+  |  LS: AG 1 ; 258.262073 1
+  |  LS: AG 2 ; 0.317200873 0.5
+  |  LS: AG 1 ; 330.113088 1
+  |  LS: AG 2 ; 0.318478254 0.5
+  |  LS: AG 1 ; 69.4825969 1
+  |  LS: AG 2 ; 0.159465561 0.5
+  |  LS: AG 1 ; 35.458232 1
+  |  LS: AG 2 ; 0.0798877857 0.5
+  |  LS: AG 1 ; 14.444606 1
+  |  LS: AG 2 ; 0.0399706984 0.5
+  |  LS: AG 1 ; 11.9943624 1
+  |  LS: AG 2 ; 0.0199854172 0.5
+  |  LS: AG 1 ; 11.9932092 1
+  |  LS: AG 2 ; 0.00995072326 0.5
+  |  LS: AG 1 ; 258.262073 1
+  |  LS: AG 2 ; 0.317200873 0.5
+  |  LS: AG 1 ; 337.237683 1
+  |  LS: AG 2 ; 0.324570885 0.5
+  |  LS: AG 1 ; 250.553493 1
+  |  LS: AG 2 ; 0.162020177 0.5
+  |  LS: AG 1 ; 63.0622311 1
+  |  LS: AG 2 ; 0.0814516519 0.5
+  |  LS: AG 1 ; 29.0938067 1
+  |  LS: AG 2 ; 0.0409828508 0.5
+  |  LS: AG 1 ; 5.90082677 1
+  |  LS: AG 2 ; 0.020510658 0.5
+  |  LS: AG 1 ; 0.0666015788 1
+  |  LS: AG 2 ; 0.0102554114 0.5
+  |  LS: AG 1 ; 0.0666034004 1
+  |  LS: AG 2 ; 0.00512772631 0.5
+  |  LS: AG 1 ; 0.0666042245 1
+  |  LS: AG 2 ; 0.0025638683 0.5
+  |  LS: AG 1 ; 0.0666044534 1
+  |  LS: AG 2 ; 0.00128193544 0.5
+  |  LS: AG 1 ; 0.0666045121 1
+  |  LS: AG 2 ; 0.000640968042 0.5
+  |  LS: AG 1 ; 0.0666045269 1
+  |  LS: AG 2 ; 0.000320484128 0.5
+  |  LS: AG 1 ; 0.0666045305 1
+  |  LS: AG 2 ; 0.0251223932 0.5
+  |  LS: AG 1 ; 3502.73284 1
+  |  LS: AG 2 ; 0.0139880784 0.5
+  |  LS: AG 1 ; 734.837113 1
+  |  LS: AG 2 ; 0.00708399097 0.5
+  |  LS: AG 1 ; 248.66912 1
+  |  LS: AG 2 ; 0.00358190778 0.5
+  |  LS: AG 1 ; 1.5214775 1
+  |  LS: AG 2 ; 0.00179095389 0.5
+  |  LS: AG 1 ; 1.51035987 1
+  |  LS: AG 2 ; 0.000895476946 0.5
+  |  LS: AG 1 ; 1.50207319 1
+  |  LS: AG 2 ; 0.000447738473 0.5
+  |  LS: AG 1 ; 1.49415444 1
+  |  LS: AG 2 ; 0.000223869236 0.5
+  |  LS: AG 1 ; 1.48487527 1
+  |  LS: AG 2 ; 0.000111934618 0.5
+  |  LS: AG 1 ; 1.47271859 1
+  |  LS: AG 2 ; 5.59673091e-05 0.5
+  |  LS: AG 1 ; 1.45601726 1
+  |  LS: AG 2 ; 2.79836546e-05 0.5
+  |  LS: AG 1 ; 1.43266451 1
+  |  LS: AG 2 ; 0.0088334054 0.5
+  |  LS: AG 1 ; 1.39983237 1
+  |  LS: AG 2 ; 0.0166661656 0.5
+  |  LS: AG 1 ; 1.35366836 1
+  |  LS: AG 2 ; 0.0254605872 0.5
+  |  LS: AG 1 ; 1.28899511 1
+  |  LS: AG 2 ; 0.0365584418 0.5
+  |  LS: AG 1 ; 1.19916523 1
+  |  LS: AG 2 ; 0.0509307611 0.5
+  |  LS: AG 1 ; 1.07653541 1
+  |  LS: AG 2 ; 0.0688732817 0.5
+  |  LS: AG 1 ; 0.914659309 1
+  |  LS: AG 2 ; 0.0889426296 0.5
+  |  LS: AG 1 ; 0.713985811 1
+  |  LS: AG 2 ; 0.106276707 0.5
+  |  LS: AG 1 ; 0.491282186 1
+  |  LS: AG 2 ; 0.112454537 0.5
+  |  LS: AG 1 ; 0.284224138 1
+  |  LS: AG 2 ; 0.101082754 0.5
+  |  LS: AG 1 ; 0.133614279 1
+  |  LS: AG 2 ; 0.0760645363 0.5
+  |  LS: AG 1 ; 3502.73284 1
+  |  LS: AG 2 ; 0.0139880784 0.5
+  |  LS: AG 1 ; 734.837113 1
+  |  LS: AG 2 ; 0.00708399097 0.5
+  |  LS: AG 1 ; 248.66912 1
+  |  LS: AG 2 ; 0.00358190778 0.5
+  |  LS: AG 1 ; 1.5214775 1
+  |  LS: AG 2 ; 0.00179095389 0.5
+  |  LS: AG 1 ; 1.51035987 1
+  |  LS: AG 2 ; 0.000895476946 0.5
