MN,alt_m,Fn_N,Fg_N,Fram_N,W_kgps,Wf_kgps,TSFC_kgpNh,FAR,OPR,comp_PR,Pt2_kPa,Tt2_K,Pt3_kPa,Tt3_K,Pt4_kPa,Tt4_K,Pt5_kPa,Tt5_K,turb_PR,comp_pwr_kW,Wc2_kgps,NPR,Vj_mps,A8_cm2,Nmech,comp_eff,turb_eff,res,c_in_gamma,c_in_Cp,c_out_gamma,c_out_Cp,t_in_gamma,t_in_Cp,t_out_gamma,t_out_Cp,conv,N_pct,comp_NcMap,comp_WcMap,W_stack,PR_stack,stall_index,stall_row,SM_peak,case,igv_deg,bleed,A8_scale,ok,max_igv
1e-06,0.0,685.5678165313399,685.5682940226828,0.0004774913428914861,1.4031047399515497,0.024238560573599653,0.12727963005388515,0.01641120002610411,5.247867820330575,5.410951433048954,98.27078447134056,288.1500000000577,531.7384420620451,539.7898201253715,505.15151995894286,1169.030288791389,161.20670956840283,956.5816731097361,3.133563865371237,359.16691638346487,1.4467126576878706,1.5909918047024159,490.5287413777877,70.1613293171104,100000.0,0.6988685154303044,0.752653985047217,1.7717467016758606e-12,1.4001452291610537,1004.4167849535459,1.382434809347688,1037.646101928065,1.3120994722836943,1206.6794646817648,1.3277049430659187,1162.8975373531127,True,100.0,1.035387503411308,3.1895074974127486,1.408604190231052,5.616680967201161,0.8960907811315477,S6,0.10633111969936104,V30_B10_N1.6,22.37071526248297,0.0,1.0,False,52.370715262482975
1e-06,0.0,630.2233918031122,630.2238567965384,0.00046499342610417557,1.366379704943364,0.022234059796011476,0.1270067349239988,0.01545862890805043,5.0111193305345765,5.166845707830223,98.2707844713405,288.1500000000577,507.7499809508547,528.5035874039866,482.3624819033119,1126.2394770309531,155.66221637783735,921.5940102177995,3.098776910207151,333.79864496432435,1.4088462237093164,1.536271729768472,463.4837054813194,70.16132931713133,97500.0,0.7073091787586907,0.7536772758076131,3.604413237508936e-11,1.4001452291610537,1004.4167849535459,1.38363190466783,1035.3103509106095,1.3155571588526263,1196.6062584811061,1.3313259698088018,1153.3311791954884,True,97.5,1.0095028158260253,3.106024938223763,1.3717352119388841,5.312671758061501,0.8605984854807328,S6,0.11144203796223806,V30_B10_N1.6,22.37071526248297,0.0,1.0,True,52.370715262482975
1e-06,0.0,504.57987571571175,504.580331664716,0.0004559490042891719,1.3398027390827771,0.020172418626597577,0.14392311416055548,0.01589271907659676,4.42098227934467,4.558369459541225,98.2707844713406,288.1500000000577,447.9545426993171,509.10684482688237,425.55681556435115,1124.9853735539946,143.56693257600062,927.0787113618563,2.9641701464860115,285.3075086025572,1.3814432566900625,1.4169001644858186,420.31255979605015,70.16132948882888,95000.0,0.6977460680154888,0.755762619827239,6.46581757577888e-08,1.4001452291610537,1004.4167849535459,1.3856677470371987,1031.3485813755358,1.3153513373433228,1197.1986784843866,1.330558141670294,1155.3394133141783,True,95.0,0.9836181282407426,3.0456107514156168,1.3450540780157354,4.972290140134606,0.932965808756801,S6,0.11842023468063623,V30_B10_N1.6,22.37071526248297,0.1,1.0,True,52.370715262482975
1e-06,0.0,454.68875746937937,454.6892021093695,0.00044463999015002884,1.3065712856144849,0.018596089369159376,0.14723460967359012,0.015023447753171848,4.234119308995838,4.365699504464288,98.27078447134045,288.1500000000577,429.0207150698479,500.6547277721254,407.5696793163555,1087.0924625159014,137.4864318461458,895.2221487510676,2.9644356453475087,267.44352330694335,1.3471789833275472,1.3568900849797716,388.719399687125,72.0748212042317,92500.0,0.7000988948999066,0.7544830580196424,4.413070821610661e-08,1.4001452291610537,1004.4167849535459,1.3865039106560633,1029.7465894908448,1.3185619050926694,1188.0399321896882,1.3339614254408165,1146.5048215071029,True,92.5,0.9577334406554598,2.970069726594694,1.3116923743096256,4.534315024249421,0.8622902456986727,R4,0.13467884097292315,V30_B10_N1.6,22.37071526248297,0.1,1.0272727272727271,True,52.370715262482975
1e-06,0.0,397.4601671401297,397.4605938359289,0.0004266957991449124,1.2538424145497027,0.01685855484001153,0.1526965528665019,0.014192486243498956,3.9872848913759076,4.111194419452023,98.2707844713406,288.1500000000577,404.010300713748,490.3855195844009,383.80978567806056,1048.629954932697,131.84818117569174,864.5852735395724,2.9109979542806306,244.07274438037336,1.2928113206556577,1.3012446945801617,354.3737060165333,73.98831158122807,90000.0,0.7003526899759175,0.7537886527996595,1.6733231940915024e-08,1.4001452291610537,1004.4167849535459,1.387519836939631,1027.8001923409888,1.321918189221603,1178.6564402614854,1.3373470837158532,1137.8905472647289,True,90.0,0.9318487530701771,2.8502075917144096,1.2587568331392835,4.163616185594699,0.8473423178592561,R4,0.14918924846614856,V30_B10_N1.6,23.92653642789636,0.1,1.0545454545454545,True,52.370715262482975
1e-06,0.0,342.7803325531781,342.7807383899611,0.0004058367829836089,1.192548351563304,0.015228213945060895,0.15993207601464224,0.013478888138854924,3.724028727422232,3.839757263187218,98.27078447134043,288.1500000000577,377.3359584329351,478.55464502690955,358.46916051128835,1012.689195831468,126.60766114958416,838.2068826742623,2.831338619293858,218.3592496929234,1.2296122634230526,1.249524611777782,321.5558879057227,75.90180226551428,87500.0,0.7017121845004138,0.753359421703468,1.1707952263612031e-08,1.4001452291610537,1004.4167849535459,1.3886902526759672,1025.5578076125018,1.325145907607818,1169.8092360944363,1.3403550373957573,1130.3780396527711,True,87.5,0.9059640654848945,2.710875246896907,1.1972225288920426,3.895500706870072,0.8541534203252849,R4,0.14146491511017767,V30_B10_N1.6,26.145223935206296,0.1,1.0818181818181818,True,52.370715262482975
1e-06,0.0,295.4866546716277,295.4870401116228,0.0003854399950479781,1.1326125427610614,0.013805295103130723,0.16819393223190005,0.012866055594501513,3.4780745211827337,3.586159743150557,98.2707844713406,288.1500000000577,352.4147311989465,467.31858174676455,334.7939946389992,980.6203411417322,122.29727909149324,815.4029017792532,2.737542463136343,195.0229055492053,1.167813674355524,1.2069843073725552,292.03561123868735,77.81529309386694,85000.0,0.6994057664315867,0.7530864312536407,1.1032741393876866e-08,1.4001452291610537,1004.4167849535459,1.3897035754046065,1023.6460242790952,1.328122613776995,1161.8057121558186,1.3430147983058152,1123.83433582225,True,85.0,0.8800793778996118,2.574630456258642,1.1370518024880791,3.6238609473152072,0.8736513456013709,S1,0.13917243164872906,V30_B10_N1.6,28.363911442516244,0.1,1.1090909090909091,True,52.370715262482975
1e-06,0.0,255.6118545589396,255.61221908944353,0.0003645305039320563,1.0711701594980165,0.012710566437248702,0.17901375995667812,0.012525282652929147,3.252140617025242,3.353204679431304,98.27078447134045,288.1500000000577,329.5220543406839,456.8453636503062,313.04595162364967,958.9767683178984,118.63514837835478,802.8088587187422,2.6387285378973364,173.55022353777215,1.1044616871131294,1.1708417676466252,267.20712092257656,79.7287836196936,82500.0,0.6978952312111548,0.752213220705012,5.895415128354022e-09,1.4001452291610537,1004.4167849535459,1.3906412950290172,1021.8791250241558,1.3301256070060632,1156.4896641812911,1.344528579766618,1120.1709031003936,True,82.5,0.854194690314329,2.4349609529803966,1.0753685966248492,3.398353632230004,0.9052321732943736,S1,0.12079207090439037,V30_B10_N1.6,30.582598949826192,0.1,1.1363636363636365,True,52.370715262482975
1e-06,0.0,221.6465664595407,221.64691050535245,0.00034404581172547976,1.0109760446530318,0.011808463140148499,0.1917939356497744,0.01232916342190341,3.045310247531365,3.139946814994383,98.2707844713406,288.1500000000577,308.5650367077854,447.51511351875007,293.13678487239616,943.5336134276986,116.00612703955532,795.719675285319,2.526907779383441,154.6387158380652,1.0423967639573812,1.14489525836096,245.54428351256163,81.64227440213403,80000.0,0.6920240807727006,0.749932834005439,5.492172678765574e-09,1.4001452291610537,1004.4167849535459,1.391476676726432,1020.3050545802081,1.3315704883419985,1152.7195197515161,1.3453834232040094,1118.105872871051,True,80.0,0.8283100027290463,2.298128986605002,1.0149385517510612,3.1710219034936427,0.9378116929872187,S1,0.1116696296319395,V30_B10_N1.6,32.80128645713614,0.1,1.1636363636363636,True,52.370715262482975
1e-06,0.0,191.89436605999958,191.89468876491063,0.00032270491104611376,0.9482659676142976,0.011098012893990396,0.20820228982581684,0.012353674565956367,2.8468970989583,2.935367746434773,98.27078447134046,288.1500000000577,288.46089115401594,438.54011561581547,274.03784659631515,936.5990936037698,113.74869240591399,797.1092972313008,2.409151620120667,136.80669312240988,0.9777376835385886,1.122616036822198,226.63724671519861,83.55576514140708,77500.0,0.6856925474100917,0.7469976209576882,3.5305817492893085e-09,1.4001452291610537,1004.4167849535459,1.3922239408037203,1018.9075117701963,1.3321427290619354,1151.2274309014026,1.3452253718264484,1118.4876976127362,True,77.5,0.8024253151437636,2.1555777891190067,0.9519826834033275,2.973892648370622,0.9773658727632552,S1,0.0890673426157973,V30_B10_N1.6,35.01997396444609,0.1,1.190909090909091,False,52.370715262482975
