MN,alt_m,Fn_N,Fg_N,Fram_N,W_kgps,Wf_kgps,TSFC_kgpNh,FAR,OPR,comp_PR,Pt2_kPa,Tt2_K,Pt3_kPa,Tt3_K,Pt4_kPa,Tt4_K,Pt5_kPa,Tt5_K,turb_PR,comp_pwr_kW,Wc2_kgps,NPR,Vj_mps,A8_cm2,Nmech,comp_eff,turb_eff,res,c_in_gamma,c_in_Cp,c_out_gamma,c_out_Cp,t_in_gamma,t_in_Cp,t_out_gamma,t_out_Cp,conv,N_pct,comp_NcMap,comp_WcMap,W_stack,PR_stack,stall_index,stall_row,SM_peak,case,igv_deg,bleed,A8_scale,ok,max_igv
1e-06,0.0,685.5678165313399,685.5682940226828,0.0004774913428914861,1.4031047399515497,0.024238560573599653,0.12727963005388515,0.01641120002610411,5.247867820330575,5.410951433048954,98.27078447134056,288.1500000000577,531.7384420620451,539.7898201253715,505.15151995894286,1169.030288791389,161.20670956840283,956.5816731097361,3.133563865371237,359.16691638346487,1.4467126576878706,1.5909918047024159,490.5287413777877,70.1613293171104,100000.0,0.6988685154303044,0.752653985047217,1.7717467016758606e-12,1.4001452291610537,1004.4167849535459,1.382434809347688,1037.646101928065,1.3120994722836943,1206.6794646817648,1.3277049430659187,1162.8975373531127,True,100.0,1.035387503411308,3.1895074974127486,1.408604190231052,5.616680967201161,0.8960907811315477,S6,0.10633111969936104,V15_B10_N1.6at80,22.37071526248297,0.0,1.0,False,37.370715262482975
1e-06,0.0,630.2233918031122,630.2238567965384,0.00046499342610417557,1.366379704943364,0.022234059796011476,0.1270067349239988,0.01545862890805043,5.0111193305345765,5.166845707830223,98.2707844713405,288.1500000000577,507.7499809508547,528.5035874039866,482.3624819033119,1126.2394770309531,155.66221637783735,921.5940102177995,3.098776910207151,333.79864496432435,1.4088462237093164,1.536271729768472,463.4837054813194,70.16132931713133,97500.0,0.7073091787586907,0.7536772758076131,3.604413237508936e-11,1.4001452291610537,1004.4167849535459,1.38363190466783,1035.3103509106095,1.3155571588526263,1196.6062584811061,1.3313259698088018,1153.3311791954884,True,97.5,1.0095028158260253,3.106024938223763,1.3717352119388841,5.312671758061501,0.8605984854807328,S6,0.11144203796223806,V15_B10_N1.6at80,22.37071526248297,0.0,1.0,True,37.370715262482975
1e-06,0.0,504.57987571571175,504.580331664716,0.0004559490042891719,1.3398027390827771,0.020172418626597577,0.14392311416055548,0.01589271907659676,4.42098227934467,4.558369459541225,98.2707844713406,288.1500000000577,447.9545426993171,509.10684482688237,425.55681556435115,1124.9853735539946,143.56693257600062,927.0787113618563,2.9641701464860115,285.3075086025572,1.3814432566900625,1.4169001644858186,420.31255979605015,70.16132948882888,95000.0,0.6977460680154888,0.755762619827239,6.46581757577888e-08,1.4001452291610537,1004.4167849535459,1.3856677470371987,1031.3485813755358,1.3153513373433228,1197.1986784843866,1.330558141670294,1155.3394133141783,True,95.0,0.9836181282407426,3.0456107514156168,1.3450540780157354,4.972290140134606,0.932965808756801,S6,0.11842023468063623,V15_B10_N1.6at80,22.37071526248297,0.1,1.0,True,37.370715262482975
1e-06,0.0,414.2814379080252,414.2818830094318,0.0004451014065962766,1.3079271543908724,0.017576233372836047,0.15273298379411668,0.014184804344916598,4.173847833668833,4.303555022751315,98.2707844713407,288.1500000000577,422.9137281013502,498.98287358968986,401.7680416962827,1055.7574034209883,131.82986729753955,863.8744260147145,3.0476253214265445,265.58505629793194,1.3485769919473645,1.301063951041035,354.10009634640153,77.1774622488938,92500.0,0.6973438929778633,0.7539330354829553,2.051061956653141e-11,1.4001452291610537,1004.4167849535459,1.3866693081698305,1029.429708356224,1.321389608285616,1180.1168419099427,1.3374183375611237,1137.710125841198,True,92.5,0.9577334406554598,2.9731518583163314,1.313053557395561,4.493095518489707,0.8536953946027345,R4,0.14627663915798395,V15_B10_N1.6at80,22.37071526248297,0.1,1.0999999999999996,True,37.370715262482975
1e-06,0.0,340.1321520399502,340.1325813278593,0.0004292879091372786,1.2614593103760035,0.015575026574647335,0.16484797256727643,0.013032767441301015,3.9236298279101254,4.0455612006528305,98.27078447134049,288.1500000000577,397.5604728149717,488.6902921988894,377.6824491742231,1005.3004033348516,123.81956805146673,820.7491681421104,3.0502646319783318,243.46653307371295,1.3006649464687825,1.2220081816637487,301.77430215370003,84.19359518053476,90000.0,0.697043883210869,0.753286206486026,6.844431279559346e-13,1.4001452291610537,1004.4167849535459,1.3876875462756733,1027.4788816685648,1.3260293473306675,1167.4169583830842,1.3423570539439003,1125.4287611781192,True,90.0,0.9318487530701771,2.8675221553768777,1.266403583286997,4.122604849975004,0.8367024584365642,R4,0.166234235652037,V15_B10_N1.6at80,23.148625845189663,0.1,1.2,True,37.370715262482975
1e-06,0.0,278.63402125353275,278.63443242691085,0.0004111733780936894,1.208229896382134,0.01386566692892126,0.1791468275106899,0.01211357358573154,3.671735471693665,3.7858389335511142,98.2707844713406,288.1500000000577,372.0373618822115,477.08434026859817,353.4354937881009,961.4482522588089,117.82320953328615,785.9319344868627,2.9997102878805224,219.50018519233,1.2457811841996167,1.1628285278762218,258.3370616910469,91.20972811224368,87500.0,0.6978159348591572,0.7549606411667346,3.38392415851051e-11,1.4001452291610537,1004.4167849535459,1.388829196189272,1025.2935729467501,1.330205759523386,1156.2854773962135,1.3465298911711898,1115.3442458082827,True,87.5,0.9059640654848945,2.746522197082816,1.212965537316246,3.851083919738986,0.8492760822267246,R1,0.16635545733331636,V15_B10_N1.6at80,24.25796959884463,0.1,1.3,True,37.370715262482975
1e-06,0.0,230.68669732003048,230.68708980043957,0.00039248040910376856,1.1533007468090792,0.012590920290938341,0.1964886297041033,0.011523807557940715,3.4459222112306804,3.553008262669873,98.2707844713407,288.1500000000577,349.15690920572376,466.80079285821404,331.69906374543757,930.5653058272816,114.02003967525367,763.517436075325,2.909129523986895,198.00534209365964,1.1891448592691525,1.1252940350984644,224.19987550067066,98.22586104396409,85000.0,0.6953199146666676,0.7541312584914399,7.395024583694081e-12,1.4001452291610537,1004.4167849535459,1.3897499372527715,1023.5586679085312,1.3332231574657762,1148.424179082219,1.349306006764602,1108.7818138718894,True,85.0,0.8800793778996118,2.621658436451647,1.1578210936754192,3.60418862308285,0.870909435108362,R1,0.1627846406478768,V15_B10_N1.6at80,25.367313352499608,0.1,1.4000000000000004,True,37.370715262482975
1e-06,0.0,192.84129519097974,192.84166818199037,0.0003729910106329202,1.0960312951627773,0.011666002883065183,0.21778328307452233,0.011235184806030335,3.239409903430052,3.34007834406425,98.27078447134053,288.1500000000577,328.23211906692995,457.1448314413711,311.82051311358344,911.268041062399,111.3377204331477,752.7669395846631,2.800672691164131,177.89690701375778,1.130095496640382,1.0988215145488458,197.267941117488,105.24199397567068,82500.0,0.6939067513493865,0.7530306349481124,4.466853301423344e-11,1.4001452291610537,1004.4167849535459,1.3906144835622047,1021.9296454028533,1.3351080235267017,1143.5875722047383,1.3506408923335929,1105.6355649729485,True,82.5,0.854194690314329,2.4914747515152693,1.1003271751786445,3.388661230162134,0.9005410996932789,S1,0.1472443751242214,V15_B10_N1.6at80,26.476657106154583,0.1,1.5000000000000004,True,37.370715262482975
1e-06,0.0,161.53901291605786,161.5393662247055,0.00035330864764121235,1.0381948187151018,0.01087294698612059,0.24231056290020905,0.01105476485681644,3.04304041086456,3.137606440506014,98.27078447134065,288.1500000000577,308.3350462708568,448.47693301765145,292.91829395731395,896.8376663118835,109.13509888525972,746.1248654472939,2.6839971461910386,159.77167001649624,1.0704614863128212,1.0770832578662746,174.48399497175126,112.25812690738066,80000.0,0.6873096164271032,0.7522206861165075,1.0403371658181742e-12,1.4001452291610537,1004.4167849535459,1.3913905620932172,1020.4673173307217,1.3365108840840112,1140.0125107936512,1.3514915253346946,1103.6683565104502,True,80.0,0.8283100027290463,2.3600021180038393,1.042264009434361,3.1729330386608794,0.9321500818230152,S1,0.13600847805165395,V15_B10_N1.6at80,27.586000859809555,0.1,1.6,True,37.370715262482975
1e-06,0.0,144.81849292069734,144.8188250010974,0.00033208040003984007,0.9758157719035253,0.01042590861561763,0.2591745726616331,0.011277872399481722,2.8641211875919272,2.9531270937098753,98.2707844713406,288.1500000000577,290.2061161424396,440.31514179567966,275.6958103353176,897.9907932535963,108.3442221558948,755.2746609092218,2.5446286368517486,142.4542663014714,1.0061437244043785,1.069277885470803,166.38625261727609,112.25812753546003,77500.0,0.6817588848268641,0.7488915680040896,5.690605645827194e-09,1.4001452291610537,1004.4167849535459,1.3920854375958398,1019.164682244438,1.3362562461243073,1140.6599148429407,1.3503462681954361,1106.329839429993,True,77.5,0.8024253151437636,2.218203411305826,0.9796404687823359,2.99256982484705,0.9707884371248542,S1,0.10609836617202273,V15_B10_N1.6at80,28.695344613464528,0.1,1.6,True,37.370715262482975
