eta_ab,Fn_N,Wf_kgps,Wf_ab_kgps,TSFC_kgpNh
0.75,895.9740831996854,0.07522485440018002,0.05242491071256131,0.30225146119577306
0.8,895.9740899479716,0.07194829748064495,0.049148353793026234,0.28908634059424926
0.85,895.9740899479708,0.06905721784576106,0.04625727415814234,0.2774700597192229
0.9,895.9740899479716,0.06648736928141981,0.043687425593801094,0.2671444767191989
0.95,895.9740899479708,0.06418803109227239,0.041388087404653676,0.25790579719286216
