case,arch,rpm,level,eta_c,eta_t,W,TSFC_dash,Fn,D_engine_mm,D_comp,D_comb,D_turb,D_engine_comb_hi_mm,L_engine_mm,dry_mass_kg,dry_mass_comb_hi_kg,CDS_nom,CDS_hi,drag_nom,drag_hi,margin_nom,margin_hi,TOGW,fuel,note
ax0_opr6_t1150_cap,axial,55000,tool,0.8363432967755742,0.904329734999003,1.0664413568905418,0.1259118996671132,500.00000052766734,138.05459387769565,138.05459387769565,117.9763691603403,138.05459387762798,138.05459387769565,538.5031824696172,5.184760391525976,5.275746755088549,60.97322296709385,65.18523682050639,240.5449322868068,257.1156700932237,1.078613736628244,0.9446500493197474,16.389252537818233,1.4542456263449417,
ax0_opr6_t1150_cap,axial,55000,fielded,0.7373303623966019,0.75,1.3490236503628963,0.15134080280369847,499.9999772289011,154.6979705937849,154.58572987880345,123.20659548839069,154.6979705937849,154.6979705937849,590.1352082150664,6.406445701332375,6.507026565695371,65.67488493733849,73.90031552377583,259.1818957787067,291.54205847909867,0.9291470020568429,0.7150183401917198,18.074615194984762,1.74794194108087,
