case,arch,rpm,level,eta_c,eta_t,W,TSFC_dash,Fn,D_engine_mm,D_comp,D_comb,D_turb,D_engine_comb_hi_mm,L_engine_mm,dry_mass_kg,dry_mass_comb_hi_kg,CDS_nom,CDS_hi,drag_nom,drag_hi,margin_nom,margin_hi,TOGW,fuel
ax0_opr5_t1150_cap,axial,65000,tool,0.840953301836768,0.9250364276102981,1.052385567958584,0.1302979468716966,500.00000038616935,136.45898568520667,134.11661954710502,136.45898568520667,136.44644384607884,146.6064524230814,503.81862513897556,4.809127481753652,4.961417502833264,60.74817753656483,64.47155540214537,239.6299858355812,254.2783513234494,1.0865502230143993,0.9663490729108704,16.04807137057018,1.5049031887155162
ax0_opr5_t1150_cap,axial,65000,fielded,0.7413945985966468,0.75,1.2931133399022985,0.15345310681571883,499.9998479392822,150.75015310607594,148.0699327980347,141.74922581609397,150.75015310607594,152.29893250422708,543.3345831620028,5.873062817229776,6.003558796875303,64.14224031048064,71.60981550953053,253.10173154555702,282.48036964592825,0.9754896376490603,0.7700339622395751,17.525156716749144,1.772337975385941
