rpm,N,ht,Cx,eta,ok,D,L,DF,dH,M,h
55000,5,0.55,150,0.8353830645071103,False,117.40109568937655,129.33608434280026,0.6720912021365038,0.5961375337352633,0.9524841868361632,9.187646910081865
55000,5,0.55,170,0.8275956757637694,False,111.96376264342724,122.4372894683231,0.6373768311994182,0.6350016057101086,0.967647527109727,8.675665028498758
55000,5,0.55,185,0.8203479538560831,False,108.68340579158547,118.24988939053759,0.6109356224297784,0.6626266639612508,0.9857615970641544,8.360185272101015
55000,5,0.55,200,0.8122922726219174,False,105.9538082191543,114.72642571519886,0.5853187640816151,0.6881926087424789,1.0087604208680832,8.09054901132375
55000,6,0.3,150,0.8376099490769277,False,103.34376367362,207.85610408251296,0.682359332609855,0.6202101189758193,0.9343566798080183,12.230220206138204
55000,6,0.3,170,0.8344395992382637,False,98.68400561647245,197.16935886392386,0.6047287425087643,0.6680239320505713,0.9501574813974476,11.544692879254374
55000,6,0.3,185,0.8303503103461908,False,95.87634101700247,190.66113399361743,0.5545108608288067,0.6989951167179463,0.968571267775531,11.121437411614123
55000,6,0.3,200,0.825117897441535,False,93.54398089578089,185.1651121823465,0.5104414211564545,0.726145007322319,0.9917226915485425,10.757860168202454
55000,6,0.35,150,0.8338288391432679,False,105.1337331747885,196.68194448182638,0.6896819320083748,0.6190541578982444,0.9303419434488207,11.586563829193638
55000,6,0.35,170,0.8282825339635927,False,100.36090889205609,186.53660569208964,0.6231759059478735,0.6651910347368962,0.9464561557419584,10.94523968210119
55000,6,0.35,185,0.8246337406174186,False,97.48326542875337,180.2784446696539,0.572404026592424,0.6958967784942747,0.9647033642947335,10.537896414398965
55000,6,0.35,200,0.8197960842057331,False,95.0910258534093,174.99946984485203,0.5276183455423986,0.7229586881999088,0.9877598202451443,10.189270748641357
55000,6,0.4,150,0.8360635356912295,False,107.35925633630275,185.5997567312599,0.6689586885039411,0.6212792499541027,0.926327980968322,10.924071455438847
55000,6,0.4,170,0.8245783609360433,False,102.45117926219223,176.1162410825744,0.6287546822490695,0.664140310118517,0.9432504915597353,10.346671443715941
55000,6,0.4,185,0.817715499428697,False,99.4926842730355,170.24272890109526,0.5905758684669001,0.6935014686666817,0.961965757322311,9.974957665745645
55000,6,0.4,200,0.813259262656376,False,97.03190752118711,165.16278917137495,0.5451995629233561,0.7203851849523761,0.9847603944609993,9.638549404575286
55000,6,0.45,150,0.8368563199086739,False,110.09386819839938,174.8631395230472,0.646287406923931,0.625466280677388,0.9239760212010788,10.285153094081013
55000,6,0.45,170,0.8265464770967957,False,105.02820121059213,165.74998838217175,0.6084860900976976,0.6660936953160111,0.9401035174129281,9.72952776665309
55000,6,0.45,185,0.8175522493069326,False,101.97284841106321,160.20327042353324,0.5810495512807865,0.6938641971303247,0.95888080187132,9.386362993296371
55000,6,0.45,200,0.807828305501186,False,99.43140989947152,155.53375332278844,0.5553040768431967,0.7188976975639764,0.9825438364244207,9.093611698094556
55000,6,0.5,150,0.8360353035520877,False,113.4387347214479,164.4004951494474,0.6214182130643096,0.6317857236184605,0.9236205484438049,9.665284917322644
55000,6,0.5,170,0.826946810906701,False,108.18883993529454,155.6596279767737,0.58657085836253,0.6696601844528491,0.9387758742694116,9.131458399977143
55000,6,0.5,185,0.8187020516603987,False,105.02084285566885,150.34181245919817,0.5606367770544587,0.6961171227768366,0.9569498615376308,8.802244288690183
55000,6,0.5,200,0.8096234458879308,False,102.38423129449143,145.85719262377063,0.5358583419069857,0.7203244639298921,0.9800445180556383,8.520537573268538
55000,6,0.55,150,0.8333104157644526,False,117.5376001376564,154.1521350734364,0.5941699431850678,0.6403831811866103,0.9258130311449465,9.061431237525412
55000,6,0.55,170,0.8255466485785274,False,112.06921190731754,145.7758934253138,0.5627023714725512,0.6750462167579094,0.9397207492877634,8.548115036986381
55000,6,0.55,185,0.8181005948590533,False,108.76800540901843,140.69587824546136,0.538772058716287,0.6997760109224125,0.9571955034381953,8.233972521564104
55000,6,0.55,200,0.8096799837634048,False,106.01979356718189,136.40079765755024,0.5152763168317986,0.7228793803353479,0.9796086141005135,7.963494437842514
55000,7,0.3,150,0.834231123300749,False,103.34360787645926,240.65183413587877,0.6441961600864013,0.6486633557126642,0.9115711665234956,12.093837398171548
55000,7,0.3,170,0.8238589818386136,False,98.64702828084934,228.39395043905253,0.5917661696497116,0.6921421173145025,0.927844293647935,11.450851244355645
55000,7,0.3,185,0.8193681440596167,False,95.81520347610711,220.70241728067134,0.5419222964485295,0.7214485653348557,0.9458807993582262,11.026353029781118
55000,7,0.3,200,0.8136172049300522,True,93.46035374786537,214.19709549304633,0.4981962342437859,0.7471219236121766,0.9687716238363018,10.661964664600045
55000,7,0.35,150,0.8360607233614057,False,105.17084904746277,227.65958259627791,0.6248351433822235,0.6510498951351276,0.9073611302214007,11.431957532180222
55000,7,0.35,170,0.823407925425649,False,100.36127362469036,216.01610154638487,0.5853037908092941,0.6923080772472916,0.9237817247174489,10.831087380287013
55000,7,0.35,185,0.8127635316064655,False,97.46148003018737,208.925083164604,0.5576740457554314,0.7196479636738786,0.9428230096986583,10.460499663639933
55000,7,0.35,200,0.8071652874623677,False,95.04983464591673,202.69031574070866,0.5142382896550657,0.7450541804601197,0.9656561364120851,10.111714611082053
55000,7,0.4,150,0.8365940082143106,False,107.42695268354863,215.09512294461942,0.6041627322196647,0.6548993394732513,0.9045589238807391,10.794823519363339
55000,7,0.4,170,0.8250371248596163,False,102.48654199327797,203.91012246077116,0.5667327678571337,0.6942467811296258,0.9204383439386028,10.216486203450156
55000,7,0.4,185,0.8150884031386633,False,99.5060309051306,197.10073535755123,0.5401473120583821,0.7207193055942791,0.9391526949884287,9.860439221279883
55000,7,0.4,200,0.8043805854995331,False,97.02651408076566,191.33787017848576,0.5152131166161826,0.7444831617018823,0.962700616986772,9.553798942406267
55000,7,0.45,150,0.8357104657699596,False,110.18505275991141,202.88769286612782,0.5821256913524073,0.6602487831900834,0.9034295917535792,10.17934621734222
55000,7,0.45,170,0.8252801047227607,False,105.09210947705392,192.14999801868512,0.5471044707683123,0.6973528657840768,0.9185841195342783,9.62212602684942
55000,7,0.45,185,0.8160301480105548,False,102.01811453546998,185.6207963823724,0.5218045873490231,0.7227291621213218,0.9368722108111467,9.28027006021645
55000,7,0.45,200,0.8059219891206962,False,99.45958812474856,180.09699903148493,0.49781716057135206,0.7457562238506674,0.9600624099908415,8.986315278665918
55000,7,0.5,150,0.8331826926155984,False,113.54793195246229,190.9434230976988,0.5582527006462445,0.667376603997267,0.9042437490608463,9.578853233815298
55000,7,0.5,170,0.8239692342652958,False,108.27472059107149,180.66005877705072,0.5262062479829398,0.7017546837585036,0.9185256120414846,9.04392372540791
55000,7,0.5,185,0.8154491310706536,False,105.09099210029271,174.41078585792093,0.5024731378464986,0.7257758855296433,0.936272245254378,8.71614738076433
55000,7,0.5,200,0.8059543564525592,False,102.4402349791407,169.12661092330083,0.47966272463116605,0.7478569254220688,0.9590053112252866,8.434733207652146
55000,7,0.55,150,0.8286596201999336,False,117.66032006767409,179.20499893742166,0.5324397962945628,0.6763781052543689,0.9075748195235148,8.991357016407422
55000,7,0.55,170,0.8208206269315964,False,112.17163133332275,169.3691483506035,0.5037811346027903,0.707621420775459,0.9207335535348745,8.47815007058908
