candidate,h_dash_m,Fn_avail_M1_N,q_M1_Pa,CDS_budget_cm2,CDS_assumed_cm2,V_M1_mps,energy_height_m,time_to_M1_s,sortie_time_s,ground_track_km,fuel_total_kg,fuel_no_reserve_kg,fuel_frac,T2_dash_K,P2_dash_kPa,Re_index_dash,P3_dash_kPa,fuel_1 accel to M0.70 @ 300 m,fuel_2 climb M0.70 to 1000 m,fuel_3 accel M0.70->1.0 @ 1000 m,fuel_4 hold M1 7 s,fuel_5 idle descent,fuel_6 reserve (120 s idle),fuel_2 climb M0.70 to 3000 m,fuel_3 accel M0.70->1.0 @ 3000 m,fuel_2 climb M0.70 to 5000 m,fuel_3 accel M0.70->1.0 @ 5000 m,fuel_2 climb M0.70 to 10000 m,fuel_3 accel M0.70->1.0 @ 10000 m
A: low dash 1 km,1000.0,324.6698991747195,62912.1650644247,51.60685518329307,38.7051413874698,336.43228962155223,6770.914914879189,27.599999999999937,69.59999999999994,8.512547457561407,0.7081458036677298,0.5249345051306059,0.028325832146709192,337.97999999999996,166.72101215062932,1.3587728875723326,487.1553671549152,0.19253765045281418,0.03235232948186201,0.1758490104433344,0.07075888601260079,0.0534366287399945,0.183211298537124,,,,,,
B: mid dash 3 km,3000.0,324.65580818953543,49075.89912646361,66.15381765149739,49.61536323862305,328.5762856628579,8504.549234448054,34.39999999999995,176.39999999999995,9.920502047232675,0.944181567684515,0.760970269147391,0.0377672627073806,322.37999999999994,130.05407723907618,1.1217807913729712,419.29419808544293,0.19557581271028926,,,0.06731089350013034,0.20611271085426452,0.183211298537124,0.1274029643558876,0.16456788772681924,,,,
C: mid dash 5 km,5000.0,324.5419252346487,37813.83037906206,85.82624980894587,64.3696873567094,320.52779208673934,10238.183554016918,43.200000000000045,285.20000000000005,11.769977994509796,1.195137353535288,1.0119260549981641,0.047805494141411525,306.78,100.20891933433721,0.9173597121461038,357.0262181415042,0.2016179352386711,,,0.06505009002911893,0.35878879296853455,0.183211298537124,,,0.22851857575119985,0.15795066101063965,,
D: high dash 10 km,10000.0,226.0988757681454,18505.274316017792,122.18077500879778,91.63558125659834,299.46166783079263,14572.269352939076,83.00000000000068,575.0000000000007,20.333144355840428,1.8382044272269913,1.6549931286898671,0.07352817708907965,267.78,49.040087253906115,0.5284978268333421,208.27006003749582,0.21669031348513648,,,0.042984726815397147,0.7404789982542096,0.183211298537124,,,,,0.5072555285170753,0.14758356161804864
