MN,alt_m,T_K,P_Pa,V_mps,q_Pa,Fn_T4mode_N,Nmech_pct_T4mode,conv_T4,Fn_Nmode_N,T4_Nmode_K,conv_N,Fn_N,binding,T4_K,Nmech_pct,NcPct,W_kgps,Wf_kgps,TSFC_kgpNh,OPR,comp_PR,comp_eff,NPR,Vj_mps,Fram_N,CDS_allow_m2
0.6,3000,268.65,70108.42732351946,197.14577139771475,17667.3236855269,361.40656643246194,100.65270710043735,True,355.47676186166194,1141.8051015475246,True,355.47676186166194,N,1141.8051015475246,100.0,100.02421185216474,0.7594244922609796,0.01324049755788695,0.13408975363964018,3.990790043060356,3.990790043060356,0.7795124706933743,2.377673858375941,571.7726222616035,149.74802245531026,0.0201205778639166
0.8,3000,268.65,70108.42732351946,262.8610285302863,31408.57544093672,388.1321407019294,101.12374783223378,True,355.0553253898236,1104.551581664291,True,355.0553253898236,N,1104.551581664291,100.0,97.50807364219058,0.8484583863397902,0.013681898812513646,0.1387243970847865,3.657313927807173,3.657313927807173,0.7822453050468464,2.597016070316993,562.0372566139821,223.07236911596158,0.011304407169229914
0.9,3000,268.65,70108.42732351946,295.71865709657214,39751.47829243553,405.44519356872587,101.90498343958309,True,340.5014536121558,1059.755147169089,True,340.5014536121558,N,1059.755147169089,100.0,96.0717566705167,0.8990368553541916,0.013278246376105632,0.14038614714194644,3.445219686293353,3.445219686293353,0.7819966947253149,2.6882264318774705,549.973214807481,265.9164786802764,0.008565755746420912
1.0,3000,268.65,70108.42732351946,328.5762856628579,49075.89912646361,427.7223719505049,102.71777648152258,True,324.65580818953543,1013.7717370605297,True,324.65580818953543,N,1013.7717370605297,100.0,94.54012003145704,0.9586685065357734,0.01282112257145347,0.14216915360944035,3.223998870213516,3.223998870213516,0.7800475777201235,2.7911988004176465,537.2758332104486,315.06031761962,0.00661538176514974
0.0,4000,262.15,61640.096068755236,0.0,0.0,354.4684809269225,102.04850221603753,True,342.94091076188676,1125.7505056820273,True,342.94091076188676,N,1125.7505056820273,100.0,104.8417677516755,0.5714032414926656,0.010068306480573679,0.10569139567647795,4.3090461532889845,4.3090461532889845,0.7660616238116192,2.018279176383756,567.5246343872419,0.0001855082006754412,
0.3,4000,262.15,61640.096068755236,97.37309610462225,3883.3260523315794,322.5898745320249,100.82589186083791,True,313.67516041450625,1131.6338383787731,True,313.67516041450625,N,1131.6338383787731,100.0,103.90896438355568,0.5987094836921018,0.010576767440187911,0.12138788071552935,4.250349816305081,4.250349816305081,0.7687222288569936,2.118515577894014,569.1084639522813,58.31198231755382,0.08077487086776379
0.6,4000,262.15,61640.096068755236,194.7461922092445,15533.304209326318,334.33589762980444,100.53771131661284,True,327.8257697664164,1137.4136668298493,True,327.8257697664164,N,1137.4136668298493,100.0,101.25507989644906,0.68640237938739,0.012000363051210557,0.13178130324935147,4.070904946999022,4.070904946999022,0.7762356384688172,2.436054298438012,570.6137302365651,133.70586068801362,0.02110470285965218
0.8,4000,262.15,61640.096068755236,259.661589612326,27614.763038802346,360.92002541423227,100.75480635431019,True,339.55734714222257,1116.7916517941662,True,339.55734714222257,N,1116.7916517941662,100.0,98.70790149844453,0.7738365704966462,0.012845508429266525,0.1361885729830795,3.8077540519652495,3.8077540519652495,0.7806784321777412,2.717344141328627,565.1430380479067,200.98315079163532,0.012296225271428192
0.9,4000,262.15,61640.096068755236,292.1192883138668,34949.93447098422,376.90069467433125,101.15623621559095,True,338.89087472860245,1090.9119792546437,True,338.89087472860245,N,1090.9119792546437,100.0,97.2521177200726,0.8249216790169039,0.012977499737603749,0.13785853426352546,3.6120080985810823,3.6120080985810823,0.7818110516597517,2.852139501431978,558.3280737785104,241.0325191287851,0.009696466670343918
1.0,4000,262.15,61640.096068755236,324.5769870154075,43148.06724812866,397.6461796489662,102.14613885235404,True,328.6099516176076,1051.9918259897313,True,328.6099516176076,N,1051.9918259897313,100.0,95.7012849593838,0.8781190878899232,0.01274647509361673,0.1396406600512001,3.396150011878921,3.396150011878921,0.7822163230544448,2.9666403757823754,547.8414805194427,285.084648010892,0.0076158672352087675
