segment,time_s,dist_km,fuel_kg,Treq_max_N,Tavail_min_N,excess_min_N,V_LOF_mps,CL_rot,roc_min_mps,acc_min_mps2,throttle_frac,D_over_Tmax,note
0 ground roll to V_LOF,2.3000000000000007,0.06834981685605208,0.04621506044139778,28.00407327595975,611.8489249992433,583.8448517232836,54.17891291779842,0.5499944707758836,,,,,
1 level accel 300 m to M0.70,9.299999999999974,1.4242215501469062,0.2004957367454594,192.17810591703932,567.2187327350275,386.16432590935136,,,,,,,
2 climb M0.70 to 5 km,13.500000000000112,3.1132019333219914,0.25528611955904523,193.64458501870158,406.26937647251845,290.47435182787694,,,290.25368843026143,,,,
3 level accel to M1.02 @ 5 km,9.500000000000135,2.647960094855551,0.1620910942320961,325.095259066133,405.7465934185443,166.63827466190207,,,,6.846880295384243,,,
4 hold M1.02 7 s,7.0,2.288580394543679,0.09012605614204006,328.38836913606013,492.1458227562515,163.75745362019137,,,,,0.6672582676754799,0.6672582676754799,
5 turn-back + idle descent,235.00000000000003,45.19465485023234,0.46654268357880113,187.48077379388556,449.2708891426571,261.79011534877156,,,,,,,Treq = 3 g sustained turn at M0.90/5 km
6 pattern + landing,60.0,0.0,0.23823456182747194,,,,,,,,,,
