MN,alt_m,Fn_N,Fg_N,Fram_N,W_kgps,Wf_kgps,TSFC_kgpNh,FAR,OPR,comp_PR,Pt2_kPa,Tt2_K,Pt3_kPa,Tt3_K,Pt4_kPa,Tt4_K,Pt5_kPa,Tt5_K,turb_PR,comp_pwr_kW,Wc2_kgps,NPR,Vj_mps,A8_cm2,Nmech,comp_eff,turb_eff,res,c_in_gamma,c_in_Cp,c_out_gamma,c_out_Cp,t_in_gamma,t_in_Cp,t_out_gamma,t_out_Cp,N_pct,comp_RlineMap,comp_NcMap,comp_WcMap,comp_PRmap,comp_effMap,pwr_net_kW,conv,igv_deg,W_stack,PR_stack,eta_stack,stall_index,stall_row,SM_peak,SMW_peak,i_R1,i_R2,i_R3,i_R4,i_R5,i_R6,si_R1,si_R2,si_R3,si_R4,si_R5,si_R6,case,A8_scale
1e-06,0.0,690.2917955937208,690.2922604852376,0.0004648915167017608,1.3660802449265437,0.023629817779268432,0.12323389115786872,0.016432656114950327,5.273798434075401,5.440630750103028,98.21762904407328,288.1500000000577,534.3658527793973,532.1486477571628,507.6475601404274,1163.3270353908795,167.09490135055697,957.366741184098,3.0380792952826696,338.8812728622779,1.4092997577357873,1.6491039321504841,507.2843354817293,65.53396241892564,100000.0,0.7239562445618655,0.7496931023957727,3.5685877273408757e-09,1.4001452291610537,1004.4167849535459,1.3832452649383473,1036.0647415687058,1.3124508570308615,1205.6417179332614,1.327623829690137,1163.1127700513398,100.0,2.615296085285616,1.0353875034113087,2.514773919096258,5.469871813444756,0.823354572852038,2.553463058414314e-09,True,21.37002019279793,1.1059352331800685,5.529480302631893,0.8259909469176759,0.872069921603451,S6,0.12136822628764055,0.10970762042709414,-1.2622374283271327,-0.7886454474848961,-0.21178266110182165,0.4488305724874877,1.1500020669181765,1.838473629387515,0.7677274309933998,0.7821617243787893,0.7997435396091876,0.8198779287323756,0.8412484659743397,0.8622319304800243,SLS_bleed20,1.0
1e-06,0.0,569.5877949366277,569.5882277542539,0.00043281762616235493,1.2718313574556042,0.019803489125467557,0.12516518346327138,0.014792302893704125,4.742896102374863,4.8929337557529315,98.21762904407322,288.1500000000577,480.5723525597654,511.52964818809323,456.5437349317772,1088.1623396419375,153.69720846488514,896.8223201120968,2.9704100646439695,288.35368293227657,1.3120690608034826,1.5168785451159685,450.32657870883384,65.53396241717627,95000.0,0.7296472105533328,0.7484496539440784,7.565025583355733e-11,1.4001452291610537,1004.4167849535459,1.3854280366449634,1031.8078227517433,1.3186411365151707,1187.8156498124115,1.3339747362374048,1146.474265110605,95.0,2.407008936926994,0.9836181282407434,2.3412741228784584,4.918568294840534,0.8298269016816012,-5.5299307631852024e-11,True,21.37002019279793,1.0296343235317837,4.94695781273021,0.8326740018106435,0.8367717224472009,R1,0.10998755554570017,0.1451276000250148,1.0031192387718164,0.9105351620126925,0.7923117172667489,0.6754325741091307,0.558669461471851,0.44076735227197616,0.8367717224472009,0.8339499142645962,0.830346660925172,0.8267843796551857,0.8232256348018617,0.8196321752337317,SLS_bleed20,1.0
1e-06,0.0,371.2650878309293,371.26550049847725,0.00041266754795930946,1.212620503357433,0.017539486416069866,0.170072956406302,0.017176140483700565,3.723286998511026,3.8410701487322476,98.21762904407323,288.1500000000577,377.2608030004471,479.54903749697,358.3977628504247,1144.8517784146677,133.6484907826151,963.9996402399872,2.681644669174557,211.5189541058523,1.250984916847965,1.3190124292404348,383.92536376170733,65.53396254874045,90000.0,0.6982305469509775,0.7441602362745284,2.6043596533105757e-08,1.4001452291610537,1004.4167849535459,1.3885918804742183,1025.7462789675656,1.3131753906348822,1203.5294105085418,1.326583623830279,1165.9079067672678,90.0,2.713897889553914,0.9318487530701778,2.2322747341773366,3.8597782820701627,0.7940967676644438,1.9155376504244602e-08,True,21.37002019279793,0.981699094267524,4.257049972484601,0.7800109529683675,1.0158157361997462,R4,0.12456834497361924,0.2316094484138853,1.4962864915408787,0.07870849922372969,-1.524973145064834,6.877588245813158,5.956803799365311,5.206017245072516,0.8518026374594772,0.8085972254898994,0.7597196847231438,1.0158157361997462,0.9877517626056509,0.9648690411220753,SLS_bleed20,1.0
1e-06,0.0,323.7601673929195,323.7605575549511,0.0003901620315516129,1.1464882117111053,0.01576189686818721,0.17526192052097048,0.01632572610845887,3.4615219689242793,3.5710243957377137,98.21762904407349,288.1500000000577,350.7375494079035,465.82274168599685,333.2006719375083,1103.5826880948773,129.24934595906922,934.3946843872685,2.577967953841921,185.49233108592162,1.1827603576086223,1.2755961010218593,354.4089723594806,65.53396241691885,85000.0,0.7025609171708604,0.7413571796086801,2.3685273096732386e-12,1.4001452291610537,1004.4167849535459,1.3898375045259554,1023.3936676261413,1.3165313203539135,1193.8121964160662,1.3296488316764339,1157.7445797239648,85.0,2.400856212794426,0.8800793778996125,2.1105338899918595,3.5879543075992553,0.7990216925469423,-9.003855160344418e-13,True,21.37002019279793,0.9281604887175711,3.5921092650488493,0.8008421207071258,0.9100807041854363,R4,0.12430632601667302,0.3344328546449289,2.1559360563063947,-0.3870821065752068,-3.3363681786012407,3.408401225770959,2.247333825408809,1.1884028400251623,0.8719076555648022,0.7944007049991949,0.7045113864229836,0.9100807041854363,0.874693307069391,0.842418857466751,SLS_bleed20,1.0
1e-06,0.0,264.02980738974605,264.030162977563,0.00035558781695034037,1.0448921406841754,0.01371439355844498,0.18699334479883933,0.015586146853386948,3.10450482495414,3.202713305338894,98.21762904407342,288.1500000000577,314.5629073582937,448.0603803415227,298.83476199037904,1062.3819287057383,123.6842113318163,909.0468854170599,2.4161108258892803,151.97789661603352,1.077950029798884,1.2206723102707207,317.3573743868498,65.53396241680053,80000.0,0.7034901658459604,0.7401272201229508,2.8502124623496024e-09,1.4001452291610537,1004.4167849535459,1.3914278535634383,1020.3970480732684,1.3199498389532396,1184.119418196119,1.3323549053183068,1150.6614223590723,80.0,2.183437710777212,0.828310002729047,1.9235088959255586,3.2172179293235805,0.8000785259560156,0.0,True,21.37002019279793,0.8459115323193167,3.214374071534268,0.8016717884288472,0.9348287756982971,R1,0.10635773221151257,0.1278346519245106,4.220390278291163,0.9026760606596511,-2.4617462355491924,3.8582088921442264,2.01188332756805,0.3051751333641519,0.9348287756982971,0.8337103819683069,0.7311684039359515,0.923790091350064,0.8675171687455843,0.8154995506377433,SLS_bleed20,1.0
1e-06,0.0,211.94308927954643,211.94340802101948,0.00031874147305113325,0.9366194347084119,0.012064759639717969,0.2049282892432398,0.015296396317705425,2.76311487020396,2.8505237575569558,98.21762904407338,288.1500000000577,279.9716850010472,431.57446452686776,265.97310075099483,1037.9818176475128,118.81393349866002,900.069578916487,2.238568263157405,122.07628888834759,0.9662518342735942,1.1726062456498239,284.2805749272631,65.53396241963473,75000.0,0.6953759773691767,0.7389406918692586,3.8018154121648997e-10,1.4001452291610537,1004.4167849535459,1.3927674630717588,1017.8983089569441,1.3219703904621976,1178.5061384580567,1.333347474656548,1148.090955533639,75.0,1.9070045950291954,0.7765406275584815,1.7241930957378542,2.862709252243457,0.7908502690861734,-2.786277027560363e-10,True,21.37002019279793,0.7582573840544589,2.8564168768570903,0.7922084218369496,1.0056316978449331,R1,0.0816468736029965,0.0960613992009074,6.543447961376991,2.374442466945318,-1.4471320799750913,4.41455694459431,1.9324316218294229,-0.378021073920209,1.0056316978449331,0.8785673663819946,0.7620921505088574,0.940746651719125,0.8650956133202549,0.7946768701561392,SLS_bleed20,1.0
1e-06,0.0,165.20241293951116,165.2026920626245,0.00027912311333927274,0.8202011809989411,0.0106571451986211,0.23223463890375237,0.015429580225609179,2.449516988954511,2.527005462874153,98.21762904407332,288.1500000000577,248.19648514492036,416.3538650430567,235.78666088767434,1029.8444756862853,114.93985064045269,906.6784105105975,2.0513917459771775,95.476670875504,0.8461503853593674,1.1343718936530056,253.00563888086032,65.53396241684912,70000.0,0.6752685159216057,0.7371412335916033,4.799105467817526e-12,1.4001452291610537,1004.4167849535459,1.3939551127067844,1015.6931028259094,1.3224899625961861,1177.0610482434406,1.3326709110322905,1149.8435455673043,70.0,1.4853758943163433,0.7247712523879161,1.5098824143390432,2.5370606252994534,0.7679820771813948,-3.530923592291929e-12,True,21.37002019279793,0.664008858727399,2.5301203417988867,0.7692666107938076,1.0895657891475792,R1,0.042852792901644676,0.04879511898075961,9.297341865213603,4.228512139990144,-0.07373284543132286,5.31107998094204,2.234616391335784,-0.5950027996554397,1.0895657891475792,0.9350763164915137,0.8039510676539894,0.9680711780136574,0.87430570089795,0.7880636291908666,SLS_bleed20,1.0
1e-06,0.0,128.60781628366334,128.60805605902092,0.00023977535757653014,0.704578094970119,0.009789154822945675,0.2740187834686139,0.01649869820710362,2.163303061858392,2.2317373914200918,98.21762904407338,288.1500000000577,219.19595523428657,403.6564654936726,208.23615747257222,1057.3241528849169,111.88043117976366,947.4168139055638,1.8612384245998226,73.84488805541558,0.7268692613300498,1.1041885408373895,229.0421920356688,65.5329049158139,65000.0,0.63919927789076,0.7364844289087218,0.02263614565230487,1.4001452291610537,1004.4167849535459,1.39487396260125,1013.9950803499066,1.3197177911348292,1184.7771921161461,1.3284269611825672,1160.9849244147408,65.0,1.0,0.6730018772173506,1.2974671302033534,2.23984824618595,0.7269605758198611,0.016876164748647577,False,21.37002019279793,,,,,,,,,,,,,,,,,,,,SLS_bleed20,1.0
1e-06,0.0,92.23097062703407,92.23116400120122,0.0001933741671516865,0.568228543939016,0.009056899522739456,0.35351290418172343,0.018927363466639525,1.896809497185365,1.9568135199849417,98.21762904407345,288.1500000000577,192.19358441430862,386.78517383927897,182.58390519359318,1128.7394880170905,108.74544823552327,1031.4052131182252,1.6790027367228184,50.81930017136666,0.5862059365003655,1.0753119966685267,203.1864299555217,65.58268663493124,60000.0,0.6126898987649401,0.7337207985275473,4.031292814675377,1.4001452291610537,1004.4167849535459,1.3959671399443336,1011.9903728620507,1.3130834864200986,1203.78378796381,1.3200492839402518,1183.8369004098213,60.0,1.0,0.6212325020467853,1.141169748338029,1.9631140314029316,0.6968114905807088,3.004908694127514,False,21.37002019279793,,,,,,,,,,,,,,,,,,,,SLS_bleed20,1.0
1e-06,0.0,68.38324137591772,68.38339953190594,0.00015815598821207385,0.4647401885200524,0.008534400094302676,0.4492890322439372,0.02180702328382161,1.6826014997958867,1.7358292271486708,98.2176290440735,288.1500000000577,170.48903111594896,371.4340232782674,161.9645795601515,1214.9443054368423,106.6506881267042,1131.2853104537362,1.518645424657108,35.06831549843505,0.47944345694466184,1.0556608698551153,183.67703287590027,65.6388317906147,55000.00000000001,0.5835048611689788,0.7322917251299542,4.899435468229666,1.4001452291610537,1004.4167849535459,1.396914502172436,1010.2561113671129,1.3056787524054043,1225.9971631014355,1.31103573578567,1209.808776753099,55.00000000000001,1.0,0.5694631268762199,1.0014781484323418,1.740674581390126,0.6636193821570346,3.6506880435261744,False,21.37002019279793,,,,,,,,,,,,,,,,,,,,SLS_bleed20,1.0
