MN,alt_m,Fn_N,Wf_kgps,W_kgps,T4_K,N_pct,SMN,binding,conv,Fn_at_100pct,T4_at_100pct
1.02,5000.0,500.0000005007258,0.022799944250189712,1.3257543141617334,1150.0000000001698,100.0,0.28223059222099156,N,True,500.0000005007258,1150.0000000001698
1.05,5000.0,506.6986486489472,0.023211013212574988,1.3556407849328533,1149.8417486770513,99.89386969375467,0.2802809757688485,T4,True,509.43764632126636,1152.3717349149176
0.0,6000.0,420.2384335051999,0.014007474067123412,0.762716462754944,1137.3394023711714,100.0,,N,True,420.2384335051999,1137.3394023711714
0.3,6000.0,376.92304817051576,0.014580024576377965,0.7937549621643245,1141.5662824307055,100.0,,N,True,376.92304817051576,1141.5662824307055
0.5,6000.0,377.9568422889081,0.015550364511605547,0.855512091472902,1142.5723325146898,100.0,,N,True,377.9568422889081,1142.5723325146898
0.7,6000.0,394.3787051096773,0.017064180612286286,0.942608578469184,1150.4149405224227,99.48143671121233,,T4,True,403.87063882373,1159.4915750567068
0.8,6000.0,412.9994376125851,0.01804962389397764,1.0091213683571212,1149.712486847359,99.74612390522655,0.22598203558922703,T4,True,418.3159716049994,1155.7028611959613
0.9,6000.0,429.92221770127446,0.01907940819193973,1.0776799830485142,1150.0516751920736,99.63228126988308,0.24335133942716602,T4,True,437.6992797082386,1157.4668956086375
0.95,6000.0,445.3698067770909,0.019773757251875773,1.125415823662165,1150.1149735696276,99.9154174783448,0.2531031616635704,T4,True,447.18007155162735,1151.7110858113017
1.0,6000.0,457.3996497326903,0.02040794307894518,1.1700013868456118,1149.7670996117886,99.92273454095917,0.26333567896152466,T4,True,459.3095552054948,1151.8184574842232
1.02,6000.0,462.63363409413057,0.020682728483485385,1.1888159388159028,1149.7609031407828,99.8435623971574,0.2673599770773225,T4,True,466.6041678213678,1154.0315924105166
1.05,6000.0,468.425472632022,0.02105431121784979,1.2144176164089835,1150.08333918349,99.63675236936355,0.2728912968487298,T4,True,478.00586867730607,1160.3805639385428
