MN,alt_m,Fn_N,Fg_N,Fram_N,W_kgps,Wf_kgps,TSFC_kgpNh,FAR,OPR,comp_PR,Pt2_kPa,Tt2_K,Pt3_kPa,Tt3_K,Pt4_kPa,Tt4_K,Pt5_kPa,Tt5_K,turb_PR,comp_pwr_kW,Wc2_kgps,NPR,Vj_mps,A8_cm2,Nmech,comp_eff,turb_eff,res,c_in_gamma,c_in_Cp,c_out_gamma,c_out_Cp,t_in_gamma,t_in_Cp,t_out_gamma,t_out_Cp,conv,comp_RlineMap,comp_NcMap,comp_WcMap,SMN,N_pct,case
1e-06,0.0,672.0847636410472,672.0852261796101,0.00046253856297276646,1.359166107991523,0.025248445722938766,0.13524247166407305,0.01764760267031425,4.194701025017703,4.326789504864485,98.23141852038327,288.1500000000577,425.02667070194514,499.883703110019,403.77533716684786,1178.225100782473,159.0814702472771,1001.3978920072346,2.5381669941773684,291.8731465597389,1.4019700414249656,1.5703138336236055,495.8241395812723,70.78118409899446,100000.0,0.6974599095001692,0.7494309724238204,0.010739326727878732,1.4001452291610537,1004.4167849535459,1.3865801896432295,1029.6004491101523,1.3106944777795086,1210.8427087268285,1.3232376300248159,1175.0032597266331,False,1.0,1.035387503411309,2.5311326442340274,,100.0,SLS
1e-06,0.0,546.3491529526257,546.3495798764262,0.00042692380050322757,1.2545123948359005,0.02109490190730177,0.1389983794353413,0.015974458996523572,3.747508014925689,3.8655146699776006,98.23141852038322,288.1500000000577,379.7149893432507,479.90527708688825,360.7292398760882,1103.1121683481304,146.97437124249032,940.5857276173205,2.4543683148739417,243.61957513835617,1.2940204908105248,1.4514150514511714,437.40740907112405,70.8058919911149,95000.0,0.7011233206451342,0.7486737811890224,0.029922322175871877,1.4001452291610537,1004.4167849535459,1.3885566367253448,1025.8138011495196,1.316796923174674,1193.0498281321368,1.3293554683831228,1158.5218422232529,False,1.0,0.9836181282407434,2.366145837353045,,95.0,SLS
1e-06,0.0,443.38973950001207,443.3901321001978,0.0003926001856974483,1.1536527094338038,0.017766145544021384,0.14424809205237651,0.014629912562770917,3.3510120859841406,3.456533335233119,98.23141852038314,288.1500000000577,339.5401726829403,460.0373436050089,322.5631640487933,1038.3100508379353,137.2126611647069,890.7776984175448,2.350826529496399,200.58327545974953,1.1899844524706344,1.3541881724335258,386.5240662888048,70.76775475709468,90000.0,0.704439082675755,0.747883496638159,1.1758073548642183e-12,1.4001452291610537,1004.4167849535459,1.3903554993373026,1022.4176348275472,1.3223957357565919,1177.3346550953593,1.3346209871261978,1144.8063033129413,True,1.0257719789629187,0.9318487530701778,2.134796569927773,0.0038647272338856453,90.0,SLS
1e-06,0.0,359.7874140385485,359.78777336060693,0.00035932205845698407,1.0558651814232332,0.015149178939811247,0.15158130066627973,0.013630262883961798,3.000485521891161,3.0949689115356485,98.2314185203834,288.1500000000577,304.02318645663377,441.8665298815182,288.82202713380207,986.4924220020281,130.16882935444872,853.2311697753692,2.218826339348431,163.97385589095504,1.0891173223312447,1.2846707267027448,343.0296277813914,70.76775475721469,85000.0,0.707411285769709,0.7471420824717411,3.1936711949370534e-11,1.4001452291610537,1004.4167849535459,1.391964377690827,1019.3894603406355,1.3271235473139655,1164.4703374620806,1.3387905822621935,1134.256845883541,True,1.0462805823389547,0.8800793778996125,1.953843950762939,0.00846861755131001,85.0,SLS
1e-06,0.0,288.4315711417917,288.4318970260994,0.00032588430772496213,0.9576086009765368,0.012934661028834416,0.16144134124940454,0.012831889735390725,2.69255214810012,2.7773389107393545,98.23141852038334,288.1500000000577,272.8219409137831,424.3972038359629,259.1808438680939,942.0153414479075,124.005617175029,822.8905173432635,2.0900734158055956,131.70109657785486,0.9877663679856494,1.223890134993591,303.4528003684466,70.76972362383434,80000.0,0.7102980962904568,0.7461206482468022,0.005694124851286087,1.4001452291610537,1004.4167849535459,1.3933274953871768,1016.858449624438,1.331355047965207,1153.2779707222153,1.3422832813813517,1125.6145383992928,False,1.0,0.828310002729047,1.7791148729679027,,80.0,SLS
1e-06,0.0,233.2645008103869,233.26479664352212,0.00029583313520511583,0.869303455278261,0.011223276959105381,0.17321022664148242,0.012265122203773139,2.4288769905920695,2.505360789439397,98.23141852038329,288.1500000000577,246.10514425197925,408.3444354313961,233.79988703938028,906.8680192989572,119.19313670739717,801.0936016099744,1.961521388713236,105.36692360115181,0.8966802468377398,1.1763487027677133,270.493473575891,70.76775475711267,75000.0,0.7128071221995893,0.7450588689468183,9.022185014201704e-13,1.4001452291610537,1004.4167849535459,1.3945701953355076,1014.5521344648462,1.3347940339039184,1144.3887874270476,1.344879962366102,1119.3238601996009,True,1.0263373238909086,0.7765406275584815,1.6086175842859909,0.0076405198910560745,75.0,SLS
1e-06,0.0,188.24612933678884,188.24639705529162,0.00026771850280351265,0.7866888182341506,0.009785010546649736,0.1871275552493118,0.011816311359532318,2.1926770554478883,2.2617230678625173,98.23141852038324,288.1500000000577,222.17226525640805,393.23581744927657,211.06365199358763,876.7459945051609,115.70488777265874,783.7736669340817,1.8241550210764934,83.31904989045181,0.8114638443406275,1.1419222481685072,241.32109516707192,70.76775475817112,70000.0,0.7152369497078548,0.7449550673887553,4.7014594574881404e-11,1.4001452291610537,1004.4167849535459,1.3955491663122792,1012.7568659771425,1.3378277382448505,1136.6943836193093,1.3469604989645099,1114.3231405703657,True,1.020903787672406,0.7247712523879161,1.455741903116606,0.007098442946042116,70.0,SLS
1e-06,0.0,146.30033004590865,146.30056697938852,0.0002369334798534392,0.6962272585350848,0.008441576498613481,0.2077211677203485,0.011518505739859195,1.9854197542515184,2.0479393654545,98.23141852038317,288.1500000000577,201.17198891232894,378.7977003938686,191.11338946671248,852.7403425897385,112.39492241554407,772.1979710614646,1.7003738724079738,63.56036724687268,0.7181533976976652,1.1093564829659972,211.979772801265,70.7727648434585,65000.0,0.7175257282179994,0.7427945885978742,0.03197445653408411,1.4001452291610537,1004.4167849535459,1.3964846836609575,1011.0412798591132,1.3402729934317301,1130.5792150794841,1.3483895724087827,1110.9457475016802,False,1.0,0.6730018772173506,1.3191921720167554,,65.0,SLS
1e-06,0.0,113.49589880417133,113.49610780523788,0.00020900106654893848,0.6141480709450023,0.007335586234802111,0.23267898420587702,0.011347111963307085,1.8046916204752494,1.8615202171545073,98.23141852038312,288.1500000000577,182.8597715354589,365.34597696837045,173.71678295868594,834.2850360735301,109.8516913604864,765.5290103295589,1.5813755874602013,47.723496122310706,0.6334893074520359,1.084843363737844,186.457950387269,70.79315793502182,60000.0,0.7196705345085317,0.7421473421884326,0.0874578681570013,1.4001452291610537,1004.4167849535459,1.3972220521669683,1009.6977175101789,1.3421850692920836,1125.8796858516414,1.3492126036665981,1109.0036971817162,False,1.0,0.6212325020467853,1.214148247386012,,60.0,SLS
1e-06,0.0,88.27078221749385,88.2709661857743,0.0001839682804621076,0.5405894162478684,0.006442983956914239,0.26276806053152246,0.01132252052130823,1.6501100294314057,1.7020709496656679,98.23141852038336,288.1500000000577,167.19684380799458,353.0625970355702,158.83700161759484,822.472045484479,107.85697928079695,764.5855423414897,1.4726631755936301,35.308311246522095,0.5576140854563217,1.0654271179439925,164.75322765199184,70.78672254311242,55000.00000000001,0.7216410349532532,0.7392071393825557,0.11218938452965364,1.4001452291610537,1004.4167849535459,1.3978425719920249,1008.5710894348122,1.3433509029419188,1123.0159982436362,1.3493292828339993,1108.728583039723,False,1.0,0.5694631268762199,1.0929184370113982,,55.00000000000001,SLS
