S_wing,alt_m,MN,E_case,CDS_m2,wave_m2,E_WD,E_geom,k,CLa,CD0
0.15,0.0,1.0,nom,0.0056062452613963535,0.0014329726495849926,1.9757176638694371,1.9757176638694371,0.32257584717113225,3.100046109371239,0.037374968409309026
0.15,0.0,1.0,lo,0.005188681719148047,0.001015409107336687,1.4,1.9757176638694371,0.32257584717113225,3.100046109371239,0.03459121146098698
0.15,0.0,1.0,hi,0.006349149270389976,0.002175876658578615,3.0,1.9757176638694371,0.32257584717113225,3.100046109371239,0.04232766180259984
0.15,0.0,1.02,nom,0.006727267647138614,0.0025749932218223173,1.9757176638694371,1.9757176638694371,0.32257584717113225,3.100046109371239,0.0448484509809241
0.15,0.0,1.02,lo,0.005976923046157638,0.001824648620841341,1.4,1.9757176638694371,0.32257584717113225,3.100046109371239,0.03984615364105092
0.15,0.0,1.02,hi,0.0080622357556906,0.0039099613303743026,3.0,1.9757176638694371,0.32257584717113225,3.100046109371239,0.053748238371270664
0.15,0.0,1.05,nom,0.008111749538387138,0.003991230912926544,1.9757176638694371,1.9757176638694371,0.32257584717113225,3.100046109371239,0.054078330255914256
0.15,0.0,1.05,lo,0.0069487179073122445,0.00282819928185165,1.4,1.9757176638694371,0.32257584717113225,3.100046109371239,0.0463247860487483
0.15,0.0,1.05,hi,0.010180945657999846,0.006060427032539251,3.0,1.9757176638694371,0.32257584717113225,3.100046109371239,0.06787297105333231
0.15,2500.0,0.05,nom,0.007025015774769582,0.0,1.9757176638694371,1.9757176638694371,0.14370182170072113,2.623262120620711,0.04683343849846388
0.15,2500.0,0.05,lo,0.007025015774769582,0.0,1.4,1.9757176638694371,0.14370182170072113,2.623262120620711,0.04683343849846388
0.15,2500.0,0.05,hi,0.007025015774769582,0.0,3.0,1.9757176638694371,0.14370182170072113,2.623262120620711,0.04683343849846388
0.15,2500.0,0.2,nom,0.0057206447487660565,0.0,1.9757176638694371,1.9757176638694371,0.14370182170072113,2.6372024330239507,0.03813763165844038
0.15,2500.0,0.2,lo,0.0057206447487660565,0.0,1.4,1.9757176638694371,0.14370182170072113,2.6372024330239507,0.03813763165844038
0.15,2500.0,0.2,hi,0.0057206447487660565,0.0,3.0,1.9757176638694371,0.14370182170072113,2.6372024330239507,0.03813763165844038
0.15,2500.0,0.4,nom,0.005165816279388861,0.0,1.9757176638694371,1.9757176638694371,0.14370182170072113,2.6835672348112802,0.034438775195925746
0.15,2500.0,0.4,lo,0.005165816279388861,0.0,1.4,1.9757176638694371,0.14370182170072113,2.6835672348112802,0.034438775195925746
0.15,2500.0,0.4,hi,0.005165816279388861,0.0,3.0,1.9757176638694371,0.14370182170072113,2.6835672348112802,0.034438775195925746
0.15,2500.0,0.6,nom,0.00482555726027024,0.0,1.9757176638694371,1.9757176638694371,0.14370182170072113,2.767455432708234,0.03217038173513493
0.15,2500.0,0.6,lo,0.00482555726027024,0.0,1.4,1.9757176638694371,0.14370182170072113,2.767455432708234,0.03217038173513493
0.15,2500.0,0.6,hi,0.00482555726027024,0.0,3.0,1.9757176638694371,0.14370182170072113,2.767455432708234,0.03217038173513493
0.15,2500.0,0.7,nom,0.004683604311137776,0.0,1.9757176638694371,1.9757176638694371,0.14370182170072113,2.8270784063490093,0.031224028740918508
0.15,2500.0,0.7,lo,0.004683604311137776,0.0,1.4,1.9757176638694371,0.14370182170072113,2.8270784063490093,0.031224028740918508
0.15,2500.0,0.7,hi,0.004683604311137776,0.0,3.0,1.9757176638694371,0.14370182170072113,2.8270784063490093,0.031224028740918508
0.15,2500.0,0.8,nom,0.004551851591144462,0.0,1.9757176638694371,1.9757176638694371,0.14370182170072113,2.9017147294469035,0.030345677274296417
0.15,2500.0,0.8,lo,0.004551851591144462,0.0,1.4,1.9757176638694371,0.14370182170072113,2.9017147294469035,0.030345677274296417
0.15,2500.0,0.8,hi,0.004551851591144462,0.0,3.0,1.9757176638694371,0.14370182170072113,2.9017147294469035,0.030345677274296417
0.15,2500.0,0.85,nom,0.00448912999595519,2.8834986686336715e-15,1.9757176638694371,1.9757176638694371,0.14370182170072113,2.945792562271314,0.029927533306367937
0.15,2500.0,0.85,lo,0.004489129995954351,2.0432565896996067e-15,1.4,1.9757176638694371,0.14370182170072113,2.945792562271314,0.02992753330636234
0.15,2500.0,0.85,hi,0.004489129995956686,4.378406977927729e-15,3.0,1.9757176638694371,0.14370182170072113,2.945792562271314,0.029927533306377905
0.15,2500.0,0.9,nom,0.004429233049872713,5.165328957354779e-07,1.9757176638694371,1.9757176638694371,0.14370182170072113,2.9951837232251326,0.029528220332484756
0.15,2500.0,0.9,lo,0.004429082533876687,3.6601689970893393e-07,1.4,1.9757176638694371,0.14370182170072113,2.9951837232251326,0.029527216892511247
0.15,2500.0,0.9,hi,0.004429500838904926,7.843219279477156e-07,3.0,1.9757176638694371,0.14370182170072113,2.9951837232251326,0.029530005592699506
0.15,2500.0,0.95,nom,0.004379147060190197,8.122575832104368e-06,1.9757176638694371,1.9757176638694371,0.3277964191614849,3.0506739596425008,0.029194313734601317
0.15,2500.0,0.95,lo,0.004376780168164996,5.755683806903289e-06,1.4,1.9757176638694371,0.3277964191614849,3.0506739596425008,0.02917853445443331
0.15,2500.0,0.95,hi,0.004383358092515743,1.2333608157649908e-05,3.0,1.9757176638694371,0.3277964191614849,3.0506739596425008,0.029222387283438286
0.15,2500.0,0.98,nom,0.004819058671232959,0.0004814383173121664,1.9757176638694371,1.9757176638694371,0.3239080871342772,3.087295562291554,0.03212705780821973
0.15,2500.0,0.98,lo,0.00467876912055022,0.00034114876662942785,1.4,1.9757176638694371,0.3239080871342772,3.087295562291554,0.031191794137001468
0.15,2500.0,0.98,hi,0.005068653425269566,0.000731033071348774,3.0,1.9757176638694371,0.3239080871342772,3.087295562291554,0.03379102283513044
0.15,2500.0,1.0,nom,0.005748609838514472,0.0014329726495849926,1.9757176638694371,1.9757176638694371,0.32257584717113225,3.100046109371239,0.03832406559009648
0.15,2500.0,1.0,lo,0.005331046296266167,0.001015409107336687,1.4,1.9757176638694371,0.32257584717113225,3.100046109371239,0.035540308641774446
0.15,2500.0,1.0,hi,0.006491513847508094,0.002175876658578615,3.0,1.9757176638694371,0.32257584717113225,3.100046109371239,0.043276758983387294
0.15,2500.0,1.02,nom,0.006868684646298995,0.0025749932218223173,1.9757176638694371,1.9757176638694371,0.32257584717113225,3.100046109371239,0.045791230975326634
0.15,2500.0,1.02,lo,0.006118340045318018,0.001824648620841341,1.4,1.9757176638694371,0.32257584717113225,3.100046109371239,0.04078893363545346
0.15,2500.0,1.02,hi,0.008203652754850979,0.0039099613303743026,3.0,1.9757176638694371,0.32257584717113225,3.100046109371239,0.054691018365673194
