MN,alt_m,Fn_N,Fg_N,Fram_N,W_kgps,Wf_kgps,TSFC_kgpNh,FAR,OPR,comp_PR,Pt2_kPa,Tt2_K,Pt3_kPa,Tt3_K,Pt4_kPa,Tt4_K,Pt5_kPa,Tt5_K,turb_PR,comp_pwr_kW,Wc2_kgps,NPR,Vj_mps,A8_cm2,Nmech,comp_eff,turb_eff,res,c_in_gamma,c_in_Cp,c_out_gamma,c_out_Cp,t_in_gamma,t_in_Cp,t_out_gamma,t_out_Cp,conv,comp_RlineMap,comp_NcMap,comp_WcMap,SMN,N_pct,case
1e-06,0.0,680.8927753016887,680.8932404820844,0.0004651803955740943,1.3669291133323842,0.025506089770755993,0.13485518793181098,0.017726438807896108,4.2257715991844345,4.358838471742681,98.23141852038317,288.1500000000577,428.17488618050265,500.79840616271264,406.76614187147754,1181.7080021375114,160.0610393121012,1004.2365395390334,2.541318884468373,294.8262912652496,1.409977525466334,1.5796848807191395,499.430706915877,70.76775476207709,100000.0,0.6987029219519805,0.7493477323571416,1.4746228457160787e-09,1.4001452291610537,1004.4167849535459,1.3864896976911973,1029.7738205759485,1.3104207583842353,1211.6571007147795,1.3229620588788888,1175.7622701423927,True,2.178760256571099,1.0353875034113087,2.5143096117757753,0.22104997673308424,100.0,SLS
1e-06,0.0,549.865280834067,549.8657089428876,0.0004281088206380074,1.2579945676392417,0.021202292716873777,0.13881264455352874,0.01601133947567754,3.7637724714504084,3.8822912839421644,98.23141852038313,288.1500000000577,381.3629799309583,480.51547667479093,362.2948309344104,1104.9242296264038,147.41206771258163,941.9412329920576,2.4577013032664246,245.08537005756236,1.297612326952293,1.4548488227436396,438.98793505776393,70.76775477027374,95000.0,0.7017438703665304,0.7486425978156912,3.8624709845150165e-09,1.4001452291610537,1004.4167849535459,1.388496270125324,1025.9294566259514,1.316648167794741,1193.476938878933,1.3292157161215599,1158.8918645397757,True,1.9635869184764467,0.9836181282407434,2.313936986306703,0.23551258196470992,95.0,SLS
1e-06,0.0,444.49065681042515,444.4910498917826,0.00039308135743890577,1.1550666289974159,0.017793789311559047,0.14411470868989062,0.014634740041493234,3.356873318319289,3.462579134064082,98.23141852038339,288.1500000000577,340.13406007819555,460.3088509217264,323.1273570742857,1038.7155541624647,137.30693688577497,890.9574347383805,2.3533214300971106,201.1497534836761,1.1914429003067817,1.3551186036285545,387.00762711467263,70.76775490804495,90000.0,0.704476990726081,0.7478951532394439,1.548362431960869e-08,1.4001452291610537,1004.4167849535459,1.3903311899458002,1022.4634398367353,1.322362107339173,1177.4277023746479,1.3346017789949132,1144.8558618979057,True,1.8115887192905014,0.9318487530701779,2.1246128268276046,0.2242736470184672,90.0,SLS
1e-06,0.0,358.6588319698697,358.65919078242223,0.0003588125524734792,1.054368001901275,0.015115870380595262,0.15172394632321345,0.013619606091678506,3.0010216198809374,3.0955218909117495,98.23141852038334,288.1500000000577,304.0775064051605,441.9891153244735,288.87363108490246,986.2090525409702,130.06794928705537,852.8275126340108,2.2209439963366266,163.87279829228095,1.087572992448328,1.2836751145419876,342.4427790934371,70.76775475708828,85000.0,0.7069706296299325,0.7471574879602659,1.354840689993348e-12,1.4001452291610537,1004.4167849535459,1.3919548125148204,1019.4072208140009,1.3271539121205866,1164.389223476661,1.3388370425081135,1134.1415049837176,True,1.7203372040324227,0.8800793778996125,1.939389230715298,0.26436745464419453,85.0,SLS
1e-06,0.0,286.83179759837316,286.83212254721013,0.0003249488369756274,0.954859727175958,0.012895715476202023,0.16185296087476247,0.012830083156428237,2.691529123192597,2.776283671425114,98.23141852038329,288.1500000000577,272.71828325906665,424.523206089201,259.0823690961133,942.0580702489298,123.87190529380956,822.8219559263333,2.091534545154532,131.44540420670648,0.9849309244784804,1.2225247117887141,302.63899505683906,70.76775477911951,80000.0,0.7093201479153309,0.7461628689192904,4.0831150377207705e-09,1.4001452291610537,1004.4167849535459,1.3933176637111815,1016.8767049935269,1.3313526598310002,1153.2842342306901,1.3422911859265596,1125.595052717115,True,1.6036297233256092,0.828310002729047,1.7563551515126503,0.26742893005254187,80.0,SLS
1e-06,0.0,231.4898868791922,231.49018156152022,0.000294682328007391,0.8659218169345789,0.011176844751383334,0.17381597808624066,0.012262079908556416,2.42696482596699,2.503388411960758,98.23141852038324,288.1500000000577,245.9113948143948,408.41411878120704,233.61582507367507,906.8150405392597,119.03904176162263,800.9764337315194,1.9625143282108577,105.01813468179152,0.8931921112663037,1.1748278988015788,269.48475014855205,70.76775481656473,75000.0,0.711681763249839,0.7451185742608797,2.715739560968835e-09,1.4001452291610537,1004.4167849535459,1.394565680269191,1014.5604143932518,1.3348008176689927,1144.3714448648195,1.344893957075809,1119.2900661257215,True,1.5100205590384694,0.7765406275584815,1.5927640476385987,0.24625443036995542,75.0,SLS
1e-06,0.0,185.86588670569813,185.8661526507762,0.00026594507808711443,0.7814776229683739,0.009722770178147629,0.18831843358514697,0.01181944485391113,2.189959274141541,2.2589197053433088,98.23141852038319,288.1500000000577,221.89688697951922,393.29294124319864,210.80204263054327,876.9146991974012,115.52947197649945,783.8954324798564,1.824660314152771,82.8123253607863,0.8060885339943225,1.1401910231169843,239.85789037574565,70.7677547580813,70000.0,0.7136905354743359,0.7448881578288016,2.6921914255621045e-11,1.4001452291610537,1004.4167849535459,1.3955454650440604,1012.7636535337527,1.3378099330684827,1136.73906240204,1.346945466654055,1114.358706031284,True,1.4853519985737713,0.7247712523879161,1.4374386203838625,0.25224221207938746,70.0,SLS
1e-06,0.0,144.56619538651194,144.56643088601973,0.0002354995077889152,0.6920135423480902,0.00838932562523013,0.20891171805470563,0.01151691239585554,1.9855367810746554,2.048060077378214,98.2314185203834,288.1500000000577,201.18384661582814,378.9952681324353,191.12465428503674,852.8550619298301,112.27093216741572,772.1341969543045,1.702352074533738,63.314114035111004,0.7138069798297522,1.108031628850206,210.74291628502345,70.76775475713258,65000.0,0.7160237986897832,0.7428163901015487,3.032011706864412e-12,1.4001452291610537,1004.4167849535459,1.396471882335394,1011.0647554374916,1.3402629217260982,1130.6039596237722,1.3483974138293053,1110.9272355842133,True,1.4222840910172534,0.6730018772173506,1.2728796863324157,0.23852590195792756,65.0,SLS
1e-06,0.0,112.0978369748154,112.09804459721984,0.00020762240443853268,0.6100968826445234,0.007297047912097785,0.2343432593570371,0.011362450315177205,1.806396613303289,1.863278899127366,98.23141852038334,288.1500000000577,183.03252936037944,365.6559314773407,173.88090289236047,835.1447736673559,109.80634466701804,766.1253882182004,1.5835232783646986,47.599471078484825,0.629310535927312,1.083707960644198,185.3811936763471,70.76775480513065,60000.0,0.7181101018694312,0.7422017797423524,7.758656721692005e-10,1.4001452291610537,1004.4167849535459,1.3972063941869388,1009.7261464486146,1.3420910011816207,1126.1107243369236,1.3491390042472766,1109.1772779212777,True,1.36447875900852,0.6212325020467853,1.1222033689946458,0.22746623483617712,60.0,SLS
1e-06,0.0,86.81057443665483,86.8107567764838,0.00018233982897282642,0.5358042237257271,0.006402251342764628,0.26549881720654583,0.01135141998943962,1.6524632380887527,1.7044982593739495,98.2314185203833,288.1500000000577,167.4352818838273,353.38781252257724,159.0635177896359,823.8636727869684,107.85337992595852,765.6961931951945,1.4748125455023586,35.17156666920508,0.5526781938687909,1.0644336332582076,163.4701982236463,70.76775476331481,55000.00000000001,0.7199970688523031,0.7386544011074131,6.369295635957942e-10,1.4001452291610537,1004.4167849535459,1.397826143072769,1008.6009181057652,1.3431958830489783,1123.3963787858793,1.3491919911828574,1109.052337540407,True,1.329922786676565,0.5694631268762198,0.9855505282706039,0.22286519146614747,55.00000000000001,SLS
1e-06,0.0,63.43625100796275,63.43640455225235,0.00015354428958935375,0.45118874660786445,0.0056297918439617905,0.31949004419757443,0.011853802409686424,1.5190003428035959,1.566832702004171,98.23141852038331,288.1500000000577,153.91219890199474,342.5537530001542,146.216588956895,833.4565389600953,106.2042825761702,785.2304891178338,1.3767485209650354,24.685616936611996,0.46539793926074774,1.0481582538039167,141.78680011900607,70.76775478175196,50000.0,0.7219994555636107,0.7379118312801474,3.7623442632722977e-10,1.4001452291610537,1004.4167849535459,1.3983734475407734,1007.6072212816891,1.3419208644320102,1126.5259773400553,1.3467807448506284,1114.748590366113,True,1.2522818871301655,0.5176937517056543,0.8299100452719124,0.18156582378603847,50.0,SLS
1e-06,0.0,46.71715077277005,46.71728099465618,0.00013022188613715497,0.38265603849072644,0.00493652013294716,0.38040574360044677,0.012255638627308519,1.4060175029497786,1.450292104046485,98.23141852038324,288.1500000000577,142.46425064939746,332.6417769621457,135.3410381169276,840.043674295927,104.80796340492122,800.7283910357705,1.2913239960025087,17.11752000920071,0.39470694492751657,1.034377609289438,123.06995762152256,70.76775475718217,45000.0,0.7227182702925458,0.7366590285422682,1.708760723958993e-11,1.4001452291610537,1004.4167849535459,1.3987633725865423,1006.903081928531,1.341006355698994,1128.7761439840042,1.3449237807672436,1119.2182880400305,True,1.1794019633216377,0.4659243765350889,0.7038519746225969,0.1322653609644151,45.0,SLS
1e-06,0.0,37.12052202428345,37.1206329389777,0.00011091469425100597,0.32592199953084894,0.0048492642571265785,0.4702884111984055,0.014134673482923972,1.3039671583589825,1.3450282587069002,98.23141852038319,288.1500000000577,132.12403380277976,322.98917990222213,125.51783211264076,902.414196923282,104.08121874325604,872.202150501081,1.205960437706478,11.414200130716258,0.3361861927669713,1.0272051733286747,114.59860564412101,70.76775475816233,40000.0,0.7234466501302003,0.7331788791021872,3.487654777420027e-11,1.4001452291610537,1004.4167849535459,1.3991132119657657,1006.2726522777862,1.3339217134050294,1146.6198470458912,1.336678238801342,1139.5858220659197,True,1.1144034539601133,0.4141550013645235,0.5994962051233713,0.08416179285640712,40.0,SLS
1e-06,0.0,34.742522664278354,34.74262660131965,0.00010393704129146305,0.3054182184947673,0.005010873458523652,0.5192237945701241,0.015586266625018075,1.2576132939034719,1.2972147404037293,98.23141852038341,288.1500000000577,127.42724407540925,318.2700231281504,121.05588187163879,952.0600958577032,103.92011861675938,926.3195431655714,1.1648936075417053,9.245919338166006,0.3150366904511704,1.025615233420627,114.29419104931806,70.7677547570916,37500.0,0.7242200311530393,0.7298291609696587,5.188481828157185e-13,1.4001452291610537,1004.4167849535459,1.3992842485133394,1005.9644350862367,1.3286405857932728,1160.4137871464534,1.3308290139779673,1154.630819615301,True,1.1137516425594496,0.38827031377924076,0.5617818472723959,0.08379378232225942,37.5,SLS
1e-06,0.0,33.48161323855836,33.48171052635272,9.728779436251602e-05,0.2858794561234585,0.005415165278215775,0.5822477806752235,0.01799502169223152,1.2175325653011657,1.255871895030608,98.23141852038334,288.1500000000577,123.3660777287386,314.19867344802867,117.19777384230166,1035.6789419921167,103.8119386573843,1013.8944679785712,1.1289431192407964,7.483323698804751,0.29488259793073884,1.0245475766881027,117.39573097292886,70.76775475709732,35000.0,0.7248598006496246,0.7226599090869875,2.0207725882988984e-13,1.4001452291610537,1004.4167849535459,1.399431806568007,1005.6985274200374,1.3203441291710714,1183.0203172598685,1.3220252438774744,1178.3477548657042,True,1.1180490562948986,0.36238562619395803,0.5258425307756031,0.08696154971131387,35.0,SLS
1e-06,0.0,32.72256886076077,32.72265692907949,8.806831872899969e-05,0.25878809592639135,0.006329217548073304,0.696314010981782,0.02323428614112097,1.1814176139130963,1.2186197066856876,98.23141852038326,288.1500000000577,119.70674242462847,310.79994859970725,113.72140530339705,1214.4758808690945,103.77554215374973,1196.3664785750098,1.0958401463700562,5.889188451465353,0.2669380552038263,1.0241883699332635,126.09633050227109,70.76775475708857,32500.0,0.724802829741594,0.7131621902713302,8.001690267838201e-14,1.4001452291610537,1004.4167849535459,1.399554986659714,1005.4765501733068,1.3047901728751632,1228.729978140153,1.305907207025723,1225.2802818155485,True,1.1087982603587558,0.3365009386086753,0.47601107523363134,0.08284244449239009,32.5,SLS
1e-06,0.0,1815.4232075641276,1815.423215282241,7.718113399150472e-06,0.022679618500000002,0.11156735675910114,0.22123903818089566,4.673314452848757,1.1490848535042544,1.1852688081196368,98.23141852038336,288.1500000000582,116.430636349556,307.7223540979281,110.6091045320782,2500.0,43.95304000451007,2500.0,2.516529107445775,0.44588602209597844,0.02339386297303532,1.000001,14397.217068679001,-2.0969143343867933,30000.0,0.7203841543595596,0.2322723056577497,,1.4001452291610537,1004.4167849535459,1.3996665280141372,1005.2755465662068,-3.170549823196069,105577.7250043504,-2.5641860126775633,128874.50442419123,False,1.0,0.31061625102339235,0.38657093168341183,,30.0,SLS
1.02,5000.0,500.0000004949774,933.5556309281628,433.5556304331854,1.3257543142487833,0.022799944250287904,0.16415959843956232,0.016337828815625434,3.8778877690176565,3.9999999999897815,102.10455856552096,308.90466137184205,408.4182342610405,520.3096502751819,387.99732254798846,1149.9999999661936,149.32415229625994,971.5062084375772,2.598356103694462,284.98451513922987,1.3621892492500223,2.764240912178104,565.6222223235178,70.76905595651324,100000.0,0.6999999999995111,0.7500000000001801,2.001589638481156e-09,1.3996236776143818,1005.3527653247414,1.3845010911996485,1033.6144667525311,1.313393142928818,1202.8935081234963,1.3265268585027288,1166.0691204448785,True,2.143573817547579,1.0,2.4290484094673346,0.28223059223856994,100.0,dash
1.02,5000.0,376.3670933754384,784.8155072413923,408.44841386595385,1.2489798513049433,0.017841385414980048,0.17065516253796842,0.013570528080594958,3.4521606246812184,3.560866977382275,102.104558565521,308.90466137184205,363.5807508361583,498.7228553670265,345.4017132943503,1033.472033090455,132.19926837659884,869.0654054033131,2.612735437463974,240.67894667064644,1.2833048383791414,2.4472305423657654,535.950836984934,70.76905595429025,95000.0,0.7013914262987183,0.7500482542105773,5.305994136140313e-11,1.3996236776143818,1005.3527653247414,1.3866950855166107,1029.3803574644721,1.323473973512336,1174.3651098971357,1.337348636052898,1137.8907803632185,True,2.0960345131632288,0.9500000000000001,2.288382159999306,0.2781078237168937,95.0,dash
1.02,5000.0,268.77817415980434,654.0617607251036,385.2835865652992,1.1781449512899527,0.013831832326009314,0.18526279720922478,0.01115333108657095,3.0762753532024134,3.173145316656582,102.10455856552102,308.90466137184205,323.99260182147077,479.1965825510969,307.7929717303972,927.7037173892053,117.15362623125134,776.5669236697222,2.627259450960911,203.36650426736142,1.2105232239917159,2.1687104307036473,507.4823148313082,70.76905595528176,90000.0,0.7019868773594622,0.7500085622324629,5.534610643391522e-10,1.3996236776143818,1005.3527653247414,1.388626792399797,1025.6794201548068,1.3337202845339322,1147.1382630962662,1.3481741524285025,1111.4530200649426,True,2.0548479262980877,0.9,2.1585983837995517,0.3649002741460452,90.0,dash
