case,arch,rpm,level,n_ax,pi_a,pi_c,eta_ax,eta_cc,U2,stress_MPa,stress_factor,eta_c,eta_t,W,TSFC_dash,Fn,D_engine_mm,D_comp,D_comb,D_turb,D_engine_comb_hi_mm,L_engine_mm,dry_mass_kg,dry_mass_comb_hi_kg,CDS_nom,CDS_hi,drag_nom,drag_hi,margin_nom,margin_hi,TOGW,fuel
ax68000_opr5_t1150_ax2_pa2_cap,axicentrifugal,68000,tool,2,2.0,2.5,0.8598049921869527,0.849465208775835,422.0071776075098,325.43731965050443,1.3827547513089977,0.8379070819307851,0.9329702440544834,1.0512310384839878,0.13000851903141467,500.00000044818114,166.0096116251783,166.0096116251783,136.28539557481818,139.4303404283252,166.0096116251783,514.9669454616858,5.981201272881943,6.101343316678622,70.59752107410714,81.32643880518012,278.5050744046066,320.71435691306425,0.7952994268312366,0.5590196998374966,17.51945484075662,1.5015603819719303
ax68000_opr5_t1150_ax2_pa2_cap,axicentrifugal,68000,fielded,2,2.0,2.5,0.8598049921869527,0.849465208775835,455.53485464572464,379.20224793872825,1.1867018258623596,0.7261500919613796,0.75,1.3228017314218294,0.1557738287516975,500.0000005316013,185.49169583282077,185.49169583282077,142.03702189430842,155.8467045410195,185.49169583282077,557.4164058902478,7.670353687457181,7.802883688986019,81.1802183273977,97.54635169321898,320.3381684266373,384.72516105016626,0.5608505317595629,0.29962906290499625,19.708452048526766,1.7991421760918154
