case,arch,rpm,level,eta_c,eta_t,W,TSFC_dash,Fn,D_engine_mm,D_comp,D_comb,D_turb,D_engine_comb_hi_mm,L_engine_mm,dry_mass_kg,dry_mass_comb_hi_kg,CDS_nom,CDS_hi,drag_nom,drag_hi,margin_nom,margin_hi,TOGW,fuel
ax0_opr6_t1150,axial,55000,tool,0.8362235672438361,0.9324392314795976,1.0544036417931186,0.1244830850036781,500.0000005322851,170.77110938907106,137.33896800101303,117.51246052373078,170.77110938907106,170.77110938907106,546.6538353494486,6.57326535748626,6.669732738853368,72.92380283539116,84.86612651657269,287.7115355850748,334.6945516451693,0.737851767102462,0.493899431808996,18.096943717097016,1.4377432347601953
ax0_opr6_t1150,axial,55000,fielded,0.73722480739381,0.75,1.3493763825977536,0.15137019494183523,499.9999799692878,192.58302027098438,154.64438186852522,123.21853816458534,192.58302027098438,192.58302027098438,602.4064671126594,9.07849471446575,9.186429389569518,85.7866383163116,104.68298313339173,338.61167815891304,412.95292829743914,0.4766176485343603,0.21079170459145158,21.13985927479761,1.7482814212486317
