case,arch,rpm,level,n_ax,pi_a,pi_c,eta_ax,eta_cc,U2,stress_MPa,stress_factor,eta_c,eta_t,W,TSFC_dash,Fn,D_engine_mm,D_comp,D_comb,D_turb,D_engine_comb_hi_mm,L_engine_mm,dry_mass_kg,dry_mass_comb_hi_kg,CDS_nom,CDS_hi,drag_nom,drag_hi,margin_nom,margin_hi,TOGW,fuel
ax68000_opr4_t1150_ax2_pa2_cap,axicentrifugal,68000,tool,2,2.0,2.0,0.8592753362633757,0.8310985434516269,365.28878679551156,243.83742366650603,1.8454919398076501,0.8299477643415962,0.9360441334998396,1.0608842140361066,0.1377107018048352,500.0000005327234,163.4899177397463,144.50408241289173,163.4899177397463,139.43034042887686,175.69266372696416,540.8424282210192,5.941900942275334,6.162731016573604,69.42939792136949,79.55577279832106,273.90905937961173,313.747841694988,0.825423378347524,0.5936364624264145,17.54310605792927,1.5905183412533817
ax68000_opr4_t1150_ax2_pa2_cap,axicentrifugal,68000,fielded,2,2.0,2.0,0.8592753362633757,0.8310985434516269,394.31286431602354,284.12508006936196,1.5838094964729754,0.7205926539638277,0.75,1.2889094364077374,0.16100654043493617,499.9999962873628,169.4258132156976,158.66510561268882,169.4258132156976,153.21575054522262,182.07989113528754,576.9667747635199,7.176536567115304,7.4139888501769216,72.25037874694385,83.83968803498622,285.1454316962254,330.73963253533935,0.7534911687451789,0.5117631729059204,19.108124698193333,1.8595784502798327
