n_ax,pi_a,pi_c,OPR,rpm,eta_ax,eta_cc,eta_overall,eta_overall_fielded,T0_eye,U2,U2_fielded,stress_MPa,stress_fielded_MPa,stress_factor,stress_factor_fielded,M1s_rel,choked,D_axial_mm,D_diffuser_mm,D2_mm,M_rel_tip_axial,L_axial_mm,ax_hub_tip,ax_Cx,note
1,1.3,3.0769230769230766,4.0,65000,0.8486112930173586,0.8413115480127595,0.8334418340429012,0.7278519547606984,337.2351188027828,445.8695278687037,477.5351702907916,363.28148461961524,416.7143005452995,1.238708877418253,1.0798765470998808,0.9471385456493135,False,144.93004349558302,182.85998418715866,131.0073956941916,1.2504802695655222,70.07862257146013,0.4,170.0,
1,1.4,2.857142857142857,4.0,65000,0.864763772613792,0.8412605621230557,0.8364803417424537,0.7292731642106627,344.94493697230456,433.25324852985494,464.6531886948315,343.0135960812858,394.5349876609915,1.3119013506781259,1.1405832538904443,0.9167450074783394,False,144.42362787678476,177.85557185372235,127.30042359534988,1.2657826941232968,68.41306745166514,0.4,170.0,
1,1.5,2.6666666666666665,4.0,65000,0.862732298295628,0.8417570795638128,0.8360206927289344,0.727848317364295,352.8770420149576,421.08363893960194,452.203105731653,324.01447619185984,373.67561728684757,1.3888268366551002,1.204253045107203,0.8900673202503829,False,139.5784385594951,173.0283369224986,123.72469401666562,1.2847684607228367,59.51624991261272,0.45,200.0,
1,1.3,,4.0,75000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.4,,4.0,75000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.5,,4.0,75000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.3,,4.0,85000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.4,,4.0,85000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.5,,4.0,85000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.3,3.4615384615384612,4.5,65000,0.8486112930173586,0.8464393226613401,0.8375242115224972,0.7313010267050143,337.2351188027828,471.25584230232585,504.72442012372744,405.8272206635833,465.5178244994895,1.1088462702531094,0.9666654557939349,0.9471385456493135,False,144.93004349558302,192.92979808711814,138.466517101569,1.2504802695655222,70.07862257146013,0.4,170.0,
1,1.4,3.2142857142857144,4.5,65000,0.864763772613792,0.8470154214388168,0.8404747790563306,0.7325710683348968,344.94493697230456,459.25460217919135,492.5389851073046,385.42041368690445,443.31140192536884,1.1675562165878342,1.0150878097102434,0.9167450074783394,False,144.42362787678476,188.16934910880428,134.94025859911426,1.2657826941232968,68.41306745166514,0.4,170.0,
1,1.5,3.0,4.5,65000,0.862732298295628,0.8480675437222296,0.8400586091351886,0.7310963884622711,352.8770420149576,447.7686265277376,480.86020172843286,366.3827355615227,422.5375868488292,1.2282238116660287,1.0649940123811896,0.8900673202503829,False,139.5784385594951,183.61328652744663,131.56539742773825,1.2847684607228367,59.51624991261272,0.45,200.0,
1,1.3,,4.5,75000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.4,,4.5,75000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.5,,4.5,75000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.3,,4.5,85000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.4,,4.5,85000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.5,,4.5,85000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.3,3.846153846153846,5.0,65000,0.8486112930173586,0.8496575324580055,0.8401384399647958,0.7334926955755278,337.2351188027828,493.740600156952,528.8060449039209,445.4770759221865,510.9995305603194,1.0101529895078227,0.8806270320964241,0.9471385456493135,False,144.93004349558302,201.84867159172842,145.07309006794696,1.2504802695655222,70.07862257146013,0.4,170.0,
1,1.4,3.5714285714285716,5.0,65000,0.864763772613792,0.850663270314247,0.8430436148982619,0.734665552063912,344.94493697230456,482.2089598803633,517.1569551663481,424.9112508220944,488.7338490815516,1.0590446808112641,0.9207465389304591,0.9167450074783394,False,144.42362787678476,197.27449553910964,141.68481151045157,1.2657826941232968,68.41306745166514,0.4,170.0,
1,1.5,3.3333333333333335,5.0,65000,0.862732298295628,0.8520799893353288,0.8426878738709596,0.7331753090972535,352.8770420149576,471.24586252206274,506.0724827312375,405.81003244758955,468.0078376691318,1.1088932357977561,0.9615223587732673,0.8900673202503829,False,139.5784385594951,192.9258394766521,138.46358479752004,1.2847684607228367,59.51624991261272,0.45,200.0,
1,1.3,,5.0,75000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.4,,5.0,75000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.5,,5.0,75000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.3,,5.0,85000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.4,,5.0,85000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
1,1.5,,5.0,85000,,,,,,,,,,,,,,,,,,,,,no feasible axial stage(s)
