rpm,N,hub_tip,Cx,feasible,eta_is_tool,DF,deHaller,M_rel_tip,h_last,r_tip_mm,length_mm,D_casing_mm,n_blades
80000,8,0.4,185,True,0.8157085999298642,0.38104210645692177,0.7659251748534178,1.2411344554605017,0.012077552228996036,54.09619830049732,269.7966129494459,113.69239660099464,389
80000,8,0.4,200,True,0.8108381453538603,0.36548022448448514,0.7811015188955185,1.2437784553744364,0.011600533632135063,52.60309705247494,260.35484933081875,110.70619410494989,393
80000,8,0.45,170,True,0.8056747122519234,0.3717585463126304,0.763008054147153,1.252926099476623,0.011964214586219227,57.50945327637726,267.0451357309136,120.51890655275452,430
80000,8,0.45,185,True,0.8048555420014957,0.3602133839074108,0.7755466612846851,1.24688208742867,0.011440071037854535,55.65092648605047,256.2935904690649,116.80185297210096,433
80000,8,0.45,200,True,0.8010549612406352,0.34667788672853683,0.7890090627890358,1.2488986449550652,0.01098381769258909,54.1096876880351,247.1889239733785,113.71937537607022,443
80000,8,0.5,170,True,0.7894143697734409,0.3474777838303586,0.7758367092745005,1.2637375429246653,0.011317031051081256,59.46092465518038,253.56022213208118,124.42184931036077,484
80000,8,0.5,185,True,0.7905714430334201,0.33823950458923224,0.7863130657957433,1.256618286466219,0.010814865322691672,57.531978659136335,243.1535957679667,120.56395731827267,489
80000,8,0.5,200,True,0.7881633684067468,0.3267919485533745,0.7979832901547088,1.2577857593450716,0.010378629940825085,55.93309597039092,234.36409760679206,117.36619194078185,492
80000,8,0.55,170,True,0.7676129721847046,0.3219184871555659,0.7899302758631475,1.2800686153770837,0.010680835686617235,61.834950135215934,240.45059608741371,129.16990027043187,551
80000,8,0.55,185,True,0.7714783760022723,0.31496679345720074,0.7983349451842711,1.2715194836876453,0.010199617003520359,59.820739562679755,230.3539932646628,125.1414791253595,554
80000,8,0.55,200,False,0.7709587241580045,0.30564836110831195,0.8081510551157058,1.271550057429372,0.009782603432271414,58.15211227500323,221.85343782512905,121.80422455000647,563
85000,5,0.4,170,False,0.8407091149404224,0.5450363047778913,0.6544510598692619,1.3451632355375236,0.013115846297753836,55.6638396420399,179.050031182951,116.8276792840798,234
85000,5,0.4,185,False,0.8393637624996044,0.5288539031048975,0.6725434489464736,1.3382726882387488,0.012549205962145954,53.870718980608785,171.97640317270006,113.24143796121758,239
85000,5,0.4,200,False,0.8359639711057996,0.5101587918545261,0.6916801988477241,1.3393644520647723,0.012056126572825579,52.383961553035505,165.98963315388033,110.26792310607102,241
85000,5,0.45,170,False,0.833175470363621,0.5151618036588916,0.6692643290643573,1.351303967712732,0.01243349457352158,57.29250167794891,170.26547556474605,120.08500335589784,260
85000,5,0.45,185,False,0.8329976188959091,0.5018606903464667,0.6847266936277717,1.3434092499000978,0.0118889262220786,55.43706886053736,163.39877802460302,116.37413772107472,267
85000,5,0.45,200,False,0.8304394942875174,0.48568445318497266,0.7016539211013,1.3437123419081922,0.011415980267457396,53.899253582087084,157.60101876169506,113.29850716417417,271
85000,5,0.5,170,False,0.8226119325893129,0.4832287014477702,0.686057851638762,1.3621309011846583,0.01176794473331376,59.265637289351176,161.78959446644333,124.03127457870237,296
85000,5,0.5,185,False,0.8239296841506181,0.47285095899359497,0.6988218858484395,1.3529293623489402,0.011244376203248682,57.33608213510138,155.1097384396715,120.17216427020276,299
85000,5,0.5,200,False,0.8224296282577134,0.45930931406265124,0.7134078539713371,1.35219949756997,0.010790720268161955,55.737616856193284,149.48589645300692,116.97523371238658,302
85000,5,0.55,170,False,0.8078024253445132,0.4490994566304025,0.7049225528091869,1.3790479170597376,0.011117179368325028,61.66868523529407,153.6189326658907,128.83737047058813,336
85000,5,0.55,185,False,0.8111249628771615,0.44163317022390275,0.7149670694247764,1.3681412411111513,0.01061337837563725,59.649813493350266,147.1003726905214,124.79962698670053,336
85000,5,0.55,200,False,0.8110196262113479,0.43080418269290777,0.7271119583298299,1.366058668752238,0.010178066987685891,57.978375516283,141.63148136980485,121.456751032566,344
85000,6,0.4,170,False,0.831754164478731,0.47237661058705716,0.6996951863510676,1.3285086528369148,0.012930364173198566,55.853891978388006,213.8616208070455,117.20778395677601,286
85000,6,0.4,185,False,0.8306391393462735,0.45812055629880943,0.7154467690071231,1.3206477124154732,0.012367861030230243,54.04729188397222,205.33212526630658,113.59458376794444,288
85000,6,0.4,200,True,0.8271590992021981,0.441517915195165,0.7322358824158023,1.320981907057313,0.011878307916255743,52.549528734433125,198.11103255921736,110.59905746886625,291
85000,6,0.45,170,False,0.8216075440237103,0.4449912618726506,0.7137159781385404,1.3357467586248606,0.012262854307474438,57.488770501984014,203.49961918008404,120.47754100396803,318
85000,6,0.45,185,True,0.8218693084584275,0.43334705810925356,0.7271035759425075,1.3269070459739554,0.011722486992559428,55.62058093369664,195.22495744409127,116.74116186739327,322
85000,6,0.45,200,True,0.8193701177655216,0.41906717788639936,0.7418732404607579,1.3264757127498956,0.011253108449482602,54.07245141401578,188.23661946222037,113.64490282803156,324
85000,6,0.5,170,True,0.8079078288082309,0.41606064480752514,0.7292735977660486,1.3477346686773577,0.011610902410368412,59.466705384081486,193.4853814347299,124.43341076816297,357
